datetime_AEST,datetime_local,location_id,location_name,BSP,NO2,O3,PM10,VWS,VWD,Sigma,SWS,DBT,SWD
2020-11-11 14:00:00,2020-11-11 15:00:00,10022,Dandenong,26.486,,22.077,40.872,1.404,258.258,91.044,2.251,22.662,187.54
2020-11-11 15:00:00,2020-11-11 16:00:00,10022,Dandenong,23.965,,15.712,25.856,2.601,64.639,23.446,2.783,21.039,67.59
2020-11-11 16:00:00,2020-11-11 17:00:00,10022,Dandenong,21.448,,17.649,17.912,1.176,46.556,40.799,1.569,21.136,85.98
2020-11-11 17:00:00,2020-11-11 18:00:00,10022,Dandenong,23.082,,13.607,28.713,1.242,312.881,75.562,2.621,20.642,171.36
2020-11-11 18:00:00,2020-11-11 19:00:00,10022,Dandenong,21.16,,22.274,13.17,2.831,16.125,24.229,3.049,20.481,92.77
2020-11-11 19:00:00,2020-11-11 20:00:00,10022,Dandenong,18.987,,23.356,13.93,2.316,356.493,26.917,2.567,20.603,200.41
2020-11-11 20:00:00,2020-11-11 21:00:00,10022,Dandenong,17.288,,27.812,13.377,3.235,8.702,23.694,3.508,20.4,135.33
2020-11-11 21:00:00,2020-11-11 22:00:00,10022,Dandenong,18.006,,25.738,13.855,3.878,17.627,16.737,4.027,19.842,61.3
2020-11-11 22:00:00,2020-11-11 23:00:00,10022,Dandenong,17.997,,25.258,8.124,3.634,15.04,13.588,3.73,20.108,56.57
2020-11-11 23:00:00,2020-11-12 00:00:00,10022,Dandenong,17.889,,25.337,9.191,3.351,10.571,14.873,3.458,20.487,90.65
2020-11-12 00:00:00,2020-11-12 01:00:00,10022,Dandenong,,,,9.638,2.858,3.921,15.827,2.959,20.377,141.23
2020-11-12 01:00:00,2020-11-12 02:00:00,10022,Dandenong,14.195,,28.013,7.347,2.642,353.3,19.589,2.774,21.264,225.41
2020-11-12 02:00:00,2020-11-12 03:00:00,10022,Dandenong,14.041,,26.38,10.54,2.139,344.026,20.941,2.267,21.045,263.27
2020-11-12 03:00:00,2020-11-12 04:00:00,10022,Dandenong,13.28,,26.626,14.195,2.602,331.509,18.858,2.725,21.957,308.02
2020-11-12 04:00:00,2020-11-12 05:00:00,10022,Dandenong,13.191,,26.174,12.874,3.52,332.444,18.568,3.691,22.355,302.86
2020-11-12 05:00:00,2020-11-12 06:00:00,10022,Dandenong,14.649,,18.898,16.255,3.329,328.951,17.937,3.477,21.736,311.61
2020-11-12 06:00:00,2020-11-12 07:00:00,10022,Dandenong,17.849,,16.942,13.414,3.562,339.255,18.705,3.736,21.566,285.81
2020-11-12 07:00:00,2020-11-12 08:00:00,10022,Dandenong,18.103,,20.046,21.049,3.683,341.741,20.623,3.906,22.403,273.76
2020-11-12 08:00:00,2020-11-12 09:00:00,10022,Dandenong,15.916,,21.783,23.554,3.914,324.995,22.792,4.21,23.766,296.13
2020-11-12 09:00:00,2020-11-12 10:00:00,10022,Dandenong,11.369,,25.381,21.979,4.038,302.097,29.454,4.58,23.344,296.32
2020-11-12 10:00:00,2020-11-12 11:00:00,10022,Dandenong,8.617,,28.107,13.922,4.229,281.197,18.511,4.448,23.603,281.17
2020-11-12 11:00:00,2020-11-12 12:00:00,10022,Dandenong,8.006,,28.077,12.135,3.602,307.116,30.488,4.183,23.863,288.95
2020-11-12 12:00:00,2020-11-12 13:00:00,10022,Dandenong,6.848,,30.259,9.227,4.774,332.418,21.789,5.111,24.776,293.46
2020-11-12 13:00:00,2020-11-12 14:00:00,10022,Dandenong,7.303,,27.112,16.838,3.941,285.191,40.331,5.006,23.904,278.16
2020-11-12 14:00:00,2020-11-12 15:00:00,10022,Dandenong,7.19,,22.404,13.593,4.288,246.081,16.833,4.464,22.268,245.41
2020-11-12 15:00:00,2020-11-12 16:00:00,10022,Dandenong,7.562,,22.093,11.856,4.026,250.138,16.805,4.197,22.072,250.14
2020-11-12 16:00:00,2020-11-12 17:00:00,10022,Dandenong,7.677,,21.775,13.412,3.715,258.184,17.097,3.868,22.219,258.45
2020-11-12 17:00:00,2020-11-12 18:00:00,10022,Dandenong,6.983,,19.721,11.942,3.625,275.766,23.099,3.909,21.913,274.24
2020-11-12 18:00:00,2020-11-12 19:00:00,10022,Dandenong,6.008,,20.238,7.438,3.558,299.066,16.28,3.696,21.738,298.62
2020-11-12 19:00:00,2020-11-12 20:00:00,10022,Dandenong,5.737,,19.869,12.299,3.189,286.736,15.311,3.296,21.062,286.74
2020-11-12 20:00:00,2020-11-12 21:00:00,10022,Dandenong,5.843,,19.98,16.482,3.098,257.861,21.808,3.331,19.8,259.72
2020-11-12 21:00:00,2020-11-12 22:00:00,10022,Dandenong,5.106,,23.451,7.409,3.514,256.855,14.232,3.614,18.773,256.82
2020-11-12 22:00:00,2020-11-12 23:00:00,10022,Dandenong,5.314,,23.27,8.532,3.476,257.428,14.416,3.578,18.165,257.9
2020-11-12 23:00:00,2020-11-13 00:00:00,10022,Dandenong,5.7,,22.503,7.136,3.966,259.11,14.126,4.085,17.33,258.24
2020-11-13 00:00:00,2020-11-13 01:00:00,10022,Dandenong,,,,1.773,3.781,268.86,16.486,3.926,16.65,268.78
2020-11-13 01:00:00,2020-11-13 02:00:00,10022,Dandenong,2.752,1.166,21.29,1.453,4.632,270.149,14.383,4.776,16.321,270.04
2020-11-13 02:00:00,2020-11-13 03:00:00,10022,Dandenong,3.295,1.275,19.981,5.039,3.524,268.564,15.118,3.635,15.774,268.77
2020-11-13 03:00:00,2020-11-13 04:00:00,10022,Dandenong,2.933,2.557,18.366,1.874,2.996,294.713,16.511,3.114,15.705,294.32
2020-11-13 04:00:00,2020-11-13 05:00:00,10022,Dandenong,2.001,5.943,15.788,3.076,2.713,290.369,16.213,2.819,15.481,290.44
2020-11-13 05:00:00,2020-11-13 06:00:00,10022,Dandenong,2.922,12.191,10.159,6.491,2.221,300.4,16.166,2.305,15.668,299.36
2020-11-13 06:00:00,2020-11-13 07:00:00,10022,Dandenong,2.911,11.793,11.361,6.977,2.877,295.056,17.449,2.999,16.083,294.52
2020-11-13 07:00:00,2020-11-13 08:00:00,10022,Dandenong,2.682,8.049,14.503,4.899,2.696,281.147,16.833,2.806,16.721,281.05
2020-11-13 08:00:00,2020-11-13 09:00:00,10022,Dandenong,3.513,7.134,16.538,9.277,3.156,287.748,18.252,3.304,17.494,287.82
2020-11-13 09:00:00,2020-11-13 10:00:00,10022,Dandenong,2.867,4.29,21.287,7.343,2.823,273.974,22.557,3.031,18.274,274.04
2020-11-13 10:00:00,2020-11-13 11:00:00,10022,Dandenong,2.979,4.826,23.088,9.536,2.43,256.629,27.829,2.713,19.104,258.3
2020-11-13 11:00:00,2020-11-13 12:00:00,10022,Dandenong,3.041,4.545,26.311,8.076,2.391,273.445,29.797,2.674,20.116,271.42
2020-11-13 12:00:00,2020-11-13 13:00:00,10022,Dandenong,3.938,6.188,26.546,11.667,1.931,272.705,34.668,2.274,20.472,269.31
2020-11-13 13:00:00,2020-11-13 14:00:00,10022,Dandenong,4.163,6.032,25.253,18.749,4.126,235.416,19.684,4.323,20.52,236.52
2020-11-13 14:00:00,2020-11-13 15:00:00,10022,Dandenong,3.561,4.641,24.787,11.331,4.15,239.416,18.773,4.356,21.24,239.58
2020-11-13 15:00:00,2020-11-13 16:00:00,10022,Dandenong,3.541,3.671,23.309,7.471,3.516,231.059,23.047,3.797,21.385,231.44
2020-11-13 16:00:00,2020-11-13 17:00:00,10022,Dandenong,3.396,4.269,21.852,10.796,3.683,242.064,17.655,3.848,20.318,242
2020-11-13 17:00:00,2020-11-13 18:00:00,10022,Dandenong,3.976,4.131,22.07,15.286,3.456,226.677,20.456,3.683,19.056,225.78
2020-11-13 18:00:00,2020-11-13 19:00:00,10022,Dandenong,3.64,3.326,21.43,12.031,3.467,222.787,17.471,3.62,17.312,222.19
2020-11-13 19:00:00,2020-11-13 20:00:00,10022,Dandenong,4.222,3.636,19.585,8.42,2.636,221.151,18.458,2.74,16.332,218.84
2020-11-13 20:00:00,2020-11-13 21:00:00,10022,Dandenong,5.329,2.708,19.232,5.464,2.007,219.536,18.073,2.098,16.153,219.44
2020-11-13 21:00:00,2020-11-13 22:00:00,10022,Dandenong,5.806,3.225,17.579,9.91,2.271,215.336,17.324,2.363,15.555,214.95
2020-11-13 22:00:00,2020-11-13 23:00:00,10022,Dandenong,6.207,5.595,14.529,7.033,0.513,259.522,51.808,0.669,14.462,249.7
2020-11-13 23:00:00,2020-11-14 00:00:00,10022,Dandenong,6.211,5.941,12.894,5.431,0.778,341.03,30.055,0.866,14.372,243.3
2020-11-14 00:00:00,2020-11-14 01:00:00,10022,Dandenong,,,,3.785,1.562,292.972,25.023,1.703,14.739,292.51
2020-11-14 01:00:00,2020-11-14 02:00:00,10022,Dandenong,5.938,3.694,15.535,3.515,2.009,294.29,18.867,2.11,14.461,295.56
2020-11-14 02:00:00,2020-11-14 03:00:00,10022,Dandenong,7.046,4.977,14.224,6.473,1.393,309.406,25.529,1.533,14.303,299.99
2020-11-14 03:00:00,2020-11-14 04:00:00,10022,Dandenong,6.351,3.192,15.558,7.078,1.479,302.969,28.235,1.666,14.354,295.86
2020-11-14 04:00:00,2020-11-14 05:00:00,10022,Dandenong,7.283,7.155,11.692,8.291,1.75,316.233,18.123,1.825,14.275,310.09
2020-11-14 05:00:00,2020-11-14 06:00:00,10022,Dandenong,7.052,8.077,10.215,9.178,1.525,320.094,17.812,1.588,14.301,310.4
2020-11-14 06:00:00,2020-11-14 07:00:00,10022,Dandenong,7.729,7.554,11.384,9.099,2.241,307.027,17.872,2.341,14.697,304.99
2020-11-14 07:00:00,2020-11-14 08:00:00,10022,Dandenong,8.231,4.297,14.618,7.805,2.528,290.251,20.524,2.682,15.403,290.41
2020-11-14 08:00:00,2020-11-14 09:00:00,10022,Dandenong,8.546,2.879,17.731,9.13,2.538,274.455,21.244,2.703,16.35,274.73
2020-11-14 09:00:00,2020-11-14 10:00:00,10022,Dandenong,8.598,2.51,18.847,5.446,2.527,280.153,26.464,2.789,17.187,279.5
2020-11-14 10:00:00,2020-11-14 11:00:00,10022,Dandenong,5.748,1.695,23.01,5.94,2.212,274.12,38.77,2.695,18.549,271.13
2020-11-14 11:00:00,2020-11-14 12:00:00,10022,Dandenong,6.25,2.482,24.064,10.046,3.203,244.01,20.61,3.381,18.659,244.5
2020-11-14 12:00:00,2020-11-14 13:00:00,10022,Dandenong,5.275,2.077,26.674,10.512,3.358,242.765,23.229,3.609,20.404,242.21
2020-11-14 13:00:00,2020-11-14 14:00:00,10022,Dandenong,4.373,1.674,26.957,5.795,3.45,235.846,24.234,3.755,21.061,235.35
2020-11-14 14:00:00,2020-11-14 15:00:00,10022,Dandenong,4.2,1.544,26.857,6.198,2.907,220.959,24.462,3.158,21.634,219.54
2020-11-14 15:00:00,2020-11-14 16:00:00,10022,Dandenong,4.449,1.533,27.695,7.864,2.223,228.086,27.099,2.44,21.225,226.99
2020-11-14 16:00:00,2020-11-14 17:00:00,10022,Dandenong,4.388,1.414,26.62,8.261,2.42,202.853,25.359,2.651,21.864,202.89
2020-11-14 17:00:00,2020-11-14 18:00:00,10022,Dandenong,5.873,1.899,25.193,23.954,2.207,202.142,22.487,2.365,20.435,201.52
2020-11-14 18:00:00,2020-11-14 19:00:00,10022,Dandenong,6.961,4.196,21.399,16.742,1.747,178.448,34.948,2.105,19.192,182.11
2020-11-14 19:00:00,2020-11-14 20:00:00,10022,Dandenong,9.268,7.198,15.568,17.981,3.016,130.829,17.612,3.137,16.79,132.16
2020-11-14 20:00:00,2020-11-14 21:00:00,10022,Dandenong,7.396,3.485,18.71,13.87,3.459,125.912,13.476,3.547,15.962,125.26
2020-11-14 21:00:00,2020-11-14 22:00:00,10022,Dandenong,8.289,9.066,13.617,10.83,2.827,131.13,14.197,2.906,15.556,131.36
2020-11-14 22:00:00,2020-11-14 23:00:00,10022,Dandenong,8.367,5.48,14.594,10.956,2.499,122.046,13.206,2.56,15.134,121.23
2020-11-14 23:00:00,2020-11-15 00:00:00,10022,Dandenong,8.593,4.072,14.487,12.241,1.504,105.049,16.924,1.561,14.338,103.04
2020-11-15 00:00:00,2020-11-15 01:00:00,10022,Dandenong,,,,9.809,1.311,106.835,16.995,1.358,13.844,103.37
2020-11-15 01:00:00,2020-11-15 02:00:00,10022,Dandenong,12.967,6.771,8.338,10.492,0.755,73.397,22.946,0.821,13.145,74.08
2020-11-15 02:00:00,2020-11-15 03:00:00,10022,Dandenong,16.557,6.877,6.604,11.187,0.762,30.671,37.043,0.879,12.718,65.35
2020-11-15 03:00:00,2020-11-15 04:00:00,10022,Dandenong,16.989,8.319,4.874,12.347,0.745,103.699,22.922,0.802,12.647,101.97
2020-11-15 04:00:00,2020-11-15 05:00:00,10022,Dandenong,15.652,8.198,3.741,12.877,1.052,117.145,22.582,1.116,12.384,112.88
2020-11-15 05:00:00,2020-11-15 06:00:00,10022,Dandenong,15.62,7.372,3.764,11.648,1.175,118.33,28.588,1.29,12.643,115.72
2020-11-15 06:00:00,2020-11-15 07:00:00,10022,Dandenong,17.609,7.128,4.693,17.723,0.714,94.299,65.725,1.281,14.482,118.28
2020-11-15 07:00:00,2020-11-15 08:00:00,10022,Dandenong,12.422,7.45,10.446,10.888,0.135,349.747,98.053,1.735,19.058,189.75
2020-11-15 08:00:00,2020-11-15 09:00:00,10022,Dandenong,6.201,4.303,22.154,11.527,2.492,5.2,33.104,2.936,21.248,130.36
2020-11-15 09:00:00,2020-11-15 10:00:00,10022,Dandenong,5.994,2.722,25.926,9.095,5.302,10.936,17.46,5.504,23.394,91.6
2020-11-15 10:00:00,2020-11-15 11:00:00,10022,Dandenong,5.927,2.588,26.158,10.5,6.233,13.995,15.32,6.426,23.973,71.34
2020-11-15 11:00:00,2020-11-15 12:00:00,10022,Dandenong,6.703,2.63,26.606,19.328,7.104,12.512,14.689,7.321,25.574,79.09
2020-11-15 12:00:00,2020-11-15 13:00:00,10022,Dandenong,7.064,2.542,28.32,29.357,7.36,5.567,15.714,7.602,27.736,129.36
2020-11-15 13:00:00,2020-11-15 14:00:00,10022,Dandenong,7.799,2.815,29.458,23.247,6.614,0.569,15.204,6.823,28.661,171.48
2020-11-15 14:00:00,2020-11-15 15:00:00,10022,Dandenong,8.302,3.253,32.608,22.023,7.029,6.929,15.728,7.275,30.158,119.29
2020-11-15 15:00:00,2020-11-15 16:00:00,10022,Dandenong,8.295,4.169,31.975,23.764,5.399,4.001,20.023,5.722,30.029,136.72
2020-11-15 16:00:00,2020-11-15 17:00:00,10022,Dandenong,10.592,3.39,31.149,62.584,7.262,340.944,17.609,7.575,31.908,288.43
2020-11-15 17:00:00,2020-11-15 18:00:00,10022,Dandenong,7.363,2.663,31.259,22.819,5.532,356.977,18.109,5.776,31.767,193.24
2020-11-15 18:00:00,2020-11-15 19:00:00,10022,Dandenong,7.212,3.034,29.79,17.944,3.851,5.927,16.636,3.991,31.103,129.74
2020-11-15 19:00:00,2020-11-15 20:00:00,10022,Dandenong,7.666,5.804,25.838,16.346,3.375,16.193,16.565,3.503,29.601,68.58
2020-11-15 20:00:00,2020-11-15 21:00:00,10022,Dandenong,9.269,4.545,27.046,20.702,4.354,10.259,15.797,4.511,29.471,95.11
2020-11-15 21:00:00,2020-11-15 22:00:00,10022,Dandenong,10.575,2.939,29.858,35.053,5.206,9.116,14.995,5.372,30.154,98.76
2020-11-15 22:00:00,2020-11-15 23:00:00,10022,Dandenong,10.164,1.895,30.808,33.802,5.829,8.665,14.507,6.006,30.182,99.46
2020-11-15 23:00:00,2020-11-16 00:00:00,10022,Dandenong,19.438,1.191,33.208,100.351,7.143,357.665,16.657,7.427,30.785,184.97
2020-11-16 00:00:00,2020-11-16 01:00:00,10022,Dandenong,,,,59.828,5.425,355.734,17.915,5.664,31.043,211.93
2020-11-16 01:00:00,2020-11-16 02:00:00,10022,Dandenong,15.126,0.779,34.094,66.398,5.59,348.638,18.467,5.834,31.771,256.65
2020-11-16 02:00:00,2020-11-16 03:00:00,10022,Dandenong,10.82,0.86,34.812,44.895,4.977,337.169,19.546,5.252,31.988,293.93
2020-11-16 03:00:00,2020-11-16 04:00:00,10022,Dandenong,13.045,1.666,28.413,85.169,6.374,285.814,25.741,6.976,25.769,287.93
2020-11-16 04:00:00,2020-11-16 05:00:00,10022,Dandenong,13.084,3.513,23.936,38.362,5.74,283.334,13.675,5.892,20.518,284.13
2020-11-16 05:00:00,2020-11-16 06:00:00,10022,Dandenong,10.491,12.609,17.571,20.648,3.106,298.618,20.642,3.271,20.303,299.06
2020-11-16 06:00:00,2020-11-16 07:00:00,10022,Dandenong,12.687,9.381,18.445,40.566,5.731,260.847,20.871,6.039,20.105,259.72
2020-11-16 07:00:00,2020-11-16 08:00:00,10022,Dandenong,12.401,3.729,23.308,36.15,7.283,269.923,14.808,7.515,20.142,269.88
2020-11-16 08:00:00,2020-11-16 09:00:00,10022,Dandenong,15.082,3.316,23.701,48.129,7.615,264.89,14.337,7.845,20.512,264.97
2020-11-16 09:00:00,2020-11-16 10:00:00,10022,Dandenong,15.074,3.016,25.596,51.37,7.203,269.321,15.131,7.442,21.59,269.51
2020-11-16 10:00:00,2020-11-16 11:00:00,10022,Dandenong,16.59,3.027,26.026,48.085,6.394,265.273,17.184,6.666,22.592,264.91
2020-11-16 11:00:00,2020-11-16 12:00:00,10022,Dandenong,17.292,3.423,25.802,45.123,7.109,250.238,18.6,7.474,22.945,250.51
2020-11-16 12:00:00,2020-11-16 13:00:00,10022,Dandenong,16.316,2.803,26.209,46.615,6.845,259.83,16.915,7.128,23.228,259.34
2020-11-16 13:00:00,2020-11-16 14:00:00,10022,Dandenong,18.176,3.742,25.022,37.557,5.647,234.917,19.283,5.938,23.348,233.36
2020-11-16 14:00:00,2020-11-16 15:00:00,10022,Dandenong,20.657,3.486,23.558,56.567,7.991,249.363,16.179,8.286,23.131,248.25
2020-11-16 15:00:00,2020-11-16 16:00:00,10022,Dandenong,17.872,4.22,22.972,42.164,6.151,234.716,16.793,6.397,21.714,233.83
2020-11-16 16:00:00,2020-11-16 17:00:00,10022,Dandenong,19.349,2.623,24.106,35.227,5.99,238.91,23.869,6.48,21.851,235.74
2020-11-16 17:00:00,2020-11-16 18:00:00,10022,Dandenong,19.584,2.222,23.854,28.856,5.491,226.92,18.493,5.76,20.768,226.25
2020-11-16 18:00:00,2020-11-16 19:00:00,10022,Dandenong,19.136,2.328,22.031,33.821,6.455,238.056,12.757,6.603,18.57,238.28
2020-11-16 19:00:00,2020-11-16 20:00:00,10022,Dandenong,19.058,2.329,20.569,31.218,5.554,236.721,12.709,5.686,17.046,236.75
2020-11-16 20:00:00,2020-11-16 21:00:00,10022,Dandenong,17.545,2.229,19.356,27.848,5.932,252.482,13.179,6.088,16.034,252.51
2020-11-16 21:00:00,2020-11-16 22:00:00,10022,Dandenong,18.06,1.837,19.26,25.091,4.186,258.566,15.457,4.327,15.343,259.28
2020-11-16 22:00:00,2020-11-16 23:00:00,10022,Dandenong,15.905,1.905,19.327,22.843,3.129,262.655,14.813,3.228,14.974,262.77
2020-11-16 23:00:00,2020-11-17 00:00:00,10022,Dandenong,16.413,1.479,19.75,23.199,3.608,265.987,15.368,3.731,15.153,266.43
2020-11-17 00:00:00,2020-11-17 01:00:00,10022,Dandenong,,,,26.211,2.578,278.979,15.479,2.668,14.121,279.96
2020-11-17 01:00:00,2020-11-17 02:00:00,10022,Dandenong,18.314,2.462,17.818,24.368,3.121,276.249,18.806,3.28,14.366,277.61
2020-11-17 02:00:00,2020-11-17 03:00:00,10022,Dandenong,18.15,1.799,17.87,21.507,3.63,277.695,14.465,3.741,14.228,278.14
2020-11-17 03:00:00,2020-11-17 04:00:00,10022,Dandenong,19.493,4.17,14.663,24.564,2.958,282.122,14.535,3.045,13.521,282.4
2020-11-17 04:00:00,2020-11-17 05:00:00,10022,Dandenong,19.353,5.323,13.636,25.124,2.861,282.02,13.975,2.938,13.238,282.27
2020-11-17 05:00:00,2020-11-17 06:00:00,10022,Dandenong,20.351,12.262,8.072,28.059,2.383,301.867,15.876,2.469,13.068,301.28
2020-11-17 06:00:00,2020-11-17 07:00:00,10022,Dandenong,20.196,8.19,10.553,32.229,2.592,302.421,18.492,2.714,13.864,299.89
2020-11-17 07:00:00,2020-11-17 08:00:00,10022,Dandenong,19.202,4.256,14.851,26.853,3.244,274.122,18.537,3.412,15.152,274.81
2020-11-17 08:00:00,2020-11-17 09:00:00,10022,Dandenong,19.67,4.416,16.385,28.267,3.759,264.882,20.183,3.996,16.503,265.21
2020-11-17 09:00:00,2020-11-17 10:00:00,10022,Dandenong,17.985,3.161,19.13,36.089,3.956,258.462,17.783,4.143,17.7,258.77
2020-11-17 10:00:00,2020-11-17 11:00:00,10022,Dandenong,15.972,2.608,21.292,23.058,3.731,253.309,20.102,3.941,18.759,253.51
2020-11-17 11:00:00,2020-11-17 12:00:00,10022,Dandenong,14.334,2.572,22.335,18.259,3.077,247.249,28.28,3.374,19.921,245.54
2020-11-17 12:00:00,2020-11-17 13:00:00,10022,Dandenong,15.695,2.419,22.788,27.315,2.878,244.376,29.26,3.175,20.768,243.67
2020-11-17 13:00:00,2020-11-17 14:00:00,10022,Dandenong,13.748,2.032,24.605,18.007,2.191,242.22,44.227,2.581,21.3,227.54
2020-11-17 14:00:00,2020-11-17 15:00:00,10022,Dandenong,13.925,2.416,24.722,19.737,3.383,249.593,24.795,3.635,22.031,249.23
2020-11-17 15:00:00,2020-11-17 16:00:00,10022,Dandenong,14.201,2.503,24.989,20.833,2.986,222.769,25.576,3.277,22.323,222.6
2020-11-17 16:00:00,2020-11-17 17:00:00,10022,Dandenong,14.993,2.378,24.884,24.723,2.821,215.866,24.668,3.055,22.093,214.48
2020-11-17 17:00:00,2020-11-17 18:00:00,10022,Dandenong,16.701,2.974,22.058,30.118,2.579,208.221,26.181,2.84,21.078,205.39
2020-11-17 18:00:00,2020-11-17 19:00:00,10022,Dandenong,22.037,6.46,14.666,32.546,3.168,136.452,18.647,3.323,18.345,137.24
2020-11-17 19:00:00,2020-11-17 20:00:00,10022,Dandenong,22.29,7.257,13.124,28.51,2.914,143.717,19.662,3.07,16.435,144.18
2020-11-17 20:00:00,2020-11-17 21:00:00,10022,Dandenong,24.59,7.091,12.115,27.278,2.777,128.183,14.854,2.86,15.456,128.27
2020-11-17 21:00:00,2020-11-17 22:00:00,10022,Dandenong,22.915,5.348,13.296,25.852,2.162,124.611,15.784,2.221,14.98,125.98
2020-11-17 22:00:00,2020-11-17 23:00:00,10022,Dandenong,22.356,6.624,11.486,22.232,1.166,102.85,23.047,1.255,14.229,100.4
2020-11-17 23:00:00,2020-11-18 00:00:00,10022,Dandenong,20.391,4.432,13.184,17.877,0.937,77.778,25.659,1.035,13.44,77.86
2020-11-18 00:00:00,2020-11-18 01:00:00,10022,Dandenong,,,,21.168,0.879,103.987,19.684,0.928,13.033,102.09
2020-11-18 01:00:00,2020-11-18 02:00:00,10022,Dandenong,16.555,4.427,11.326,13.869,0.577,112.578,45.18,0.691,12.446,125.17
2020-11-18 02:00:00,2020-11-18 03:00:00,10022,Dandenong,15.466,6.726,7.355,14.181,0.523,30.427,38.22,0.633,11.309,75.09
2020-11-18 03:00:00,2020-11-18 04:00:00,10022,Dandenong,15.034,10.898,2.319,13.985,0.991,31.42,14.456,1.025,10.826,34.14
2020-11-18 04:00:00,2020-11-18 05:00:00,10022,Dandenong,17.399,13.192,0.879,18.178,1.757,13.085,11.256,1.79,11.17,54.4
2020-11-18 05:00:00,2020-11-18 06:00:00,10022,Dandenong,19.918,14.843,1.205,21.013,2.034,15.756,13.657,2.087,11.638,53.73
2020-11-18 06:00:00,2020-11-18 07:00:00,10022,Dandenong,21.736,14.437,3.545,22.314,1.529,17.483,21.941,1.627,14.021,75.39
2020-11-18 07:00:00,2020-11-18 08:00:00,10022,Dandenong,24.878,14.578,5.552,30.387,0.855,359.067,46.171,1.102,16.908,165.83
2020-11-18 08:00:00,2020-11-18 09:00:00,10022,Dandenong,21.61,11.598,9.628,21.618,0.918,11.598,48.743,1.181,19.363,156.37
2020-11-18 09:00:00,2020-11-18 10:00:00,10022,Dandenong,15.461,7.946,17.016,17.286,1.233,351.027,47.769,1.591,22.239,188.29
2020-11-18 10:00:00,2020-11-18 11:00:00,10022,Dandenong,7.022,5.013,22.046,6.99,1.213,329.722,57.055,1.621,24.796,227.6
2020-11-18 11:00:00,2020-11-18 12:00:00,10022,Dandenong,13.071,4.3,28.474,10.84,1.688,290.823,45.078,2.113,26.628,270.64
2020-11-18 12:00:00,2020-11-18 13:00:00,10022,Dandenong,15.805,6.612,30.3,14.02,3.606,238.306,22.758,3.866,27.563,238.06
2020-11-18 13:00:00,2020-11-18 14:00:00,10022,Dandenong,5.998,3.99,33.372,5.168,1.947,206.143,46.555,2.497,28.476,199.99
2020-11-18 14:00:00,2020-11-18 15:00:00,10022,Dandenong,7.589,6.464,35.538,18.295,1.992,173.868,38.324,2.416,29.325,176.6
2020-11-18 15:00:00,2020-11-18 16:00:00,10022,Dandenong,14.585,8.759,41.702,33.086,2.065,174.307,43.219,2.666,29.622,170.65
2020-11-18 16:00:00,2020-11-18 17:00:00,10022,Dandenong,16.362,14.908,36.959,37.788,3.21,135.742,21.329,3.38,28.701,137.78
2020-11-18 17:00:00,2020-11-18 18:00:00,10022,Dandenong,13.31,10.632,35.654,33.624,4.251,130.664,15.873,4.39,26.394,131.81
2020-11-18 18:00:00,2020-11-18 19:00:00,10022,Dandenong,11.821,10.786,31.722,22.675,3.562,125.351,12.454,3.642,24.262,124.72
2020-11-18 19:00:00,2020-11-18 20:00:00,10022,Dandenong,13.438,12.367,23.516,46.423,2.757,120.809,11.765,2.814,22.896,120.21
2020-11-18 20:00:00,2020-11-18 21:00:00,10022,Dandenong,18.922,10.779,22.097,42.237,2.828,115.223,12.488,2.892,21.601,114.4
2020-11-18 21:00:00,2020-11-18 22:00:00,10022,Dandenong,23.955,10.944,20.198,39.934,2.959,122.153,11.689,3.016,20.419,121.81
2020-11-18 22:00:00,2020-11-18 23:00:00,10022,Dandenong,24.918,11.155,16.643,39.096,2.258,117.784,12.231,2.304,19.34,117.57
2020-11-18 23:00:00,2020-11-19 00:00:00,10022,Dandenong,24.321,13.966,12.036,38.435,1.726,124.246,12.703,1.761,18.829,124.02
2020-11-19 00:00:00,2020-11-19 01:00:00,10022,Dandenong,,,,29.57,0.666,109.908,43.511,0.8,17.732,111.45
2020-11-19 01:00:00,2020-11-19 02:00:00,10022,Dandenong,21.819,12.266,8.491,27.305,0.861,142.558,21.769,0.915,16.807,145.28
2020-11-19 02:00:00,2020-11-19 03:00:00,10022,Dandenong,26.245,13.673,5.902,27.708,0.748,120.06,28.833,0.808,16.231,120.55
2020-11-19 03:00:00,2020-11-19 04:00:00,10022,Dandenong,20.553,16.15,1.871,22.098,0.436,101.155,44.757,0.585,14.969,99.08
2020-11-19 04:00:00,2020-11-19 05:00:00,10022,Dandenong,21.832,17.549,1.017,24.335,0.515,87.192,26.741,0.561,14.427,87.63
2020-11-19 05:00:00,2020-11-19 06:00:00,10022,Dandenong,20.571,24.648,1.363,20.57,0.695,63.796,23.29,0.748,15.357,66.98
2020-11-19 06:00:00,2020-11-19 07:00:00,10022,Dandenong,18.287,23.125,7.783,25.227,1.641,25.221,36.63,1.878,20.713,79.59
2020-11-19 07:00:00,2020-11-19 08:00:00,10022,Dandenong,14.512,12.357,21.608,30.432,4.031,12.727,15.159,4.154,25.153,77.86
2020-11-19 08:00:00,2020-11-19 09:00:00,10022,Dandenong,13.267,7.014,28.706,36.086,4.406,5.762,17.424,4.587,27.162,131.51
2020-11-19 09:00:00,2020-11-19 10:00:00,10022,Dandenong,10.863,4.721,34.161,27.9,4.255,5.694,18.53,4.444,29.235,135.4
