datetime_AEST,datetime_local,location_id,location_name,BSP,NO2,O3,PM10,VWS,VWD,Sigma,SWS,DBT,SWD
2019-12-31 23:00:00,2020-01-01 00:00:00,10022,Dandenong,42.783,6.035,9.466,27.699,1.107,103.346,20.091,1.154,14.613,102
2020-01-01 00:00:00,2020-01-01 01:00:00,10022,Dandenong,,,,21.002,0.777,107.066,37.839,0.855,13.938,119.3
2020-01-01 01:00:00,2020-01-01 02:00:00,10022,Dandenong,25.41,10.715,2.832,23.05,0.275,94.273,54.715,0.417,13.073,110.11
2020-01-01 02:00:00,2020-01-01 03:00:00,10022,Dandenong,25.652,11.256,0.97,20.587,0.43,32.791,60.682,0.571,12.4,94.29
2020-01-01 03:00:00,2020-01-01 04:00:00,10022,Dandenong,23.288,10.906,0.771,15.886,0.648,17.278,23.433,0.689,11.691,86.48
2020-01-01 04:00:00,2020-01-01 05:00:00,10022,Dandenong,21.172,9.849,1.078,17.278,0.366,14.468,41.806,0.46,11.29,122.4
2020-01-01 05:00:00,2020-01-01 06:00:00,10022,Dandenong,21.817,8.46,2.434,15.159,1.383,14.207,13.375,1.415,11.714,58.43
2020-01-01 06:00:00,2020-01-01 07:00:00,10022,Dandenong,23.835,6.545,6.557,20.313,1.169,24.168,20.148,1.23,14.2,57.11
2020-01-01 07:00:00,2020-01-01 08:00:00,10022,Dandenong,20.818,3.866,12.728,28.798,0.29,53.668,82.351,0.824,17.319,159.16
2020-01-01 08:00:00,2020-01-01 09:00:00,10022,Dandenong,20.446,2.484,16.289,20.89,1.711,233.706,40.566,2.09,18.513,233.81
2020-01-01 09:00:00,2020-01-01 10:00:00,10022,Dandenong,17.467,1.521,18.669,13.264,2.818,227.232,25.383,3.036,19.661,226.79
2020-01-01 10:00:00,2020-01-01 11:00:00,10022,Dandenong,14.036,1.006,18.899,1.929,2.574,236.523,30.642,2.881,20.976,232.57
2020-01-01 11:00:00,2020-01-01 12:00:00,10022,Dandenong,11.725,0.874,21.022,12.507,2.62,219.594,37.07,3.14,22.311,214.57
2020-01-01 12:00:00,2020-01-01 13:00:00,10022,Dandenong,11.162,0.851,22.287,4.09,3.349,226.894,24.096,3.649,23.248,226.54
2020-01-01 13:00:00,2020-01-01 14:00:00,10022,Dandenong,11.596,0.922,24.976,18.035,2.347,201.984,37.889,2.832,24.526,201.39
2020-01-01 14:00:00,2020-01-01 15:00:00,10022,Dandenong,14.037,1.119,27.52,18.288,1.497,242.234,61.076,2.182,25.146,229.9
2020-01-01 15:00:00,2020-01-01 16:00:00,10022,Dandenong,15,1.143,27.965,21.275,2.269,223.07,44.815,2.643,25.957,215.14
2020-01-01 16:00:00,2020-01-01 17:00:00,10022,Dandenong,16.195,1.412,27.16,15.09,2.352,202.175,29.023,2.629,26.276,200.37
2020-01-01 17:00:00,2020-01-01 18:00:00,10022,Dandenong,14.752,1.678,24.907,20.154,2.995,163.615,29.119,3.368,25.167,164.66
2020-01-01 18:00:00,2020-01-01 19:00:00,10022,Dandenong,12.956,1.431,19.59,20.573,4.188,159.66,19.087,4.412,22.428,159.21
2020-01-01 19:00:00,2020-01-01 20:00:00,10022,Dandenong,16.778,1.897,15.869,27.618,3.316,160.836,20.712,3.519,19.759,161.02
2020-01-01 20:00:00,2020-01-01 21:00:00,10022,Dandenong,16.664,2.875,14.402,15.659,2.568,153.046,18.878,2.695,18.475,152.25
2020-01-01 21:00:00,2020-01-01 22:00:00,10022,Dandenong,18.544,5.102,12.157,22.102,2.403,127.518,16.148,2.486,17.859,128.06
2020-01-01 22:00:00,2020-01-01 23:00:00,10022,Dandenong,19.752,5.111,10.928,23.223,2.313,126.331,11.573,2.359,17.245,126.07
2020-01-01 23:00:00,2020-01-02 00:00:00,10022,Dandenong,18.35,6.065,9.455,16.543,1.475,127.099,16.797,1.529,16.645,126.98
2020-01-02 00:00:00,2020-01-02 01:00:00,10022,Dandenong,,,,13.676,1.165,90.775,20.72,1.236,16.002,87.98
2020-01-02 01:00:00,2020-01-02 02:00:00,10022,Dandenong,15.195,3.428,11.819,8.118,0.672,79.472,27.123,0.748,15.252,76.66
2020-01-02 02:00:00,2020-01-02 03:00:00,10022,Dandenong,15.481,4.002,10.544,12.344,0.544,69.897,21.402,0.583,14.258,70.4
2020-01-02 03:00:00,2020-01-02 04:00:00,10022,Dandenong,15.085,4.089,9.484,8.165,0.077,297.731,89.81,0.274,13.492,166
2020-01-02 04:00:00,2020-01-02 05:00:00,10022,Dandenong,16.039,12.059,2.644,13.161,0.437,204.633,36.155,0.509,12.914,199.63
2020-01-02 05:00:00,2020-01-02 06:00:00,10022,Dandenong,18.636,13.454,0.586,20.344,0.135,47.684,81.159,0.318,13.108,126.25
2020-01-02 06:00:00,2020-01-02 07:00:00,10022,Dandenong,17.569,13.899,3.381,7.717,0.356,32.475,73.777,0.636,16.158,120.3
2020-01-02 07:00:00,2020-01-02 08:00:00,10022,Dandenong,18.674,13.943,6.596,23.533,0.658,141.933,52.45,0.912,19.211,140.11
2020-01-02 08:00:00,2020-01-02 09:00:00,10022,Dandenong,16.705,7.159,14.046,16.089,1.021,159.698,53.848,1.454,20.933,161.07
2020-01-02 09:00:00,2020-01-02 10:00:00,10022,Dandenong,,,,20.261,,,,,,
2020-01-02 10:00:00,2020-01-02 11:00:00,10022,Dandenong,,,,46.083,,,,,,
2020-01-02 11:00:00,2020-01-02 12:00:00,10022,Dandenong,,,,31.563,,,,,,
2020-01-02 12:00:00,2020-01-02 13:00:00,10022,Dandenong,,,,27.307,,,,,,
2020-01-02 13:00:00,2020-01-02 14:00:00,10022,Dandenong,24.166,2.838,27.231,14.723,4.62,234.961,16.999,4.82,25.232,235.3
2020-01-02 14:00:00,2020-01-02 15:00:00,10022,Dandenong,19.386,3.803,23.796,24.389,4.379,225.086,16.932,4.561,25.68,224.3
2020-01-02 15:00:00,2020-01-02 16:00:00,10022,Dandenong,17.297,2.288,26.005,18.081,2.956,185.424,31.352,3.389,26.595,182.41
2020-01-02 16:00:00,2020-01-02 17:00:00,10022,Dandenong,14.546,1.927,25.31,11.512,3.1,166.766,24.741,3.379,26.044,166.16
2020-01-02 17:00:00,2020-01-02 18:00:00,10022,Dandenong,11.72,2.233,21.877,14.491,3.327,159.754,22.749,3.581,24.725,159.57
2020-01-02 18:00:00,2020-01-02 19:00:00,10022,Dandenong,12.601,2.018,19.853,23.156,3.751,164.437,18.364,3.931,22.447,164.75
2020-01-02 19:00:00,2020-01-02 20:00:00,10022,Dandenong,14.814,2.434,17.206,17.053,3.042,161.837,19.855,3.203,20.325,161.57
2020-01-02 20:00:00,2020-01-02 21:00:00,10022,Dandenong,18.495,3.357,14.576,17.349,2.536,155.541,20.116,2.681,18.75,155.38
2020-01-02 21:00:00,2020-01-02 22:00:00,10022,Dandenong,21.156,3.656,13.654,21.729,2.012,160.003,19.972,2.121,17.929,160.08
2020-01-02 22:00:00,2020-01-02 23:00:00,10022,Dandenong,19.281,4.312,12.3,14.013,1.594,157.256,22.438,1.701,17.482,158.11
2020-01-02 23:00:00,2020-01-03 00:00:00,10022,Dandenong,21.316,3.853,13.105,17.29,1.756,157.702,21.156,1.862,16.821,157.74
2020-01-03 00:00:00,2020-01-03 01:00:00,10022,Dandenong,,,,8.797,1.581,126.344,16.756,1.642,16.191,126.6
2020-01-03 01:00:00,2020-01-03 02:00:00,10022,Dandenong,15.138,3.967,9.972,5.893,1.71,123.867,13.213,1.754,15.347,123.15
2020-01-03 02:00:00,2020-01-03 03:00:00,10022,Dandenong,17.178,4.877,8.673,13.322,1.176,117.048,15.87,1.216,14.765,115.27
2020-01-03 03:00:00,2020-01-03 04:00:00,10022,Dandenong,16.861,6.584,6.367,11.707,0.807,98.412,24.222,0.876,13.961,94.34
2020-01-03 04:00:00,2020-01-03 05:00:00,10022,Dandenong,18.148,11.408,2.752,14.292,1.52,137.738,17.4,1.584,13.837,140.19
2020-01-03 05:00:00,2020-01-03 06:00:00,10022,Dandenong,18.023,11.779,2.511,15.224,1.042,67.827,36.01,1.271,13.662,75.74
2020-01-03 06:00:00,2020-01-03 07:00:00,10022,Dandenong,21.936,9.151,5.55,23.802,1.048,84.701,37.1,1.309,15.354,82.33
2020-01-03 07:00:00,2020-01-03 08:00:00,10022,Dandenong,44.608,10.078,8.353,31.583,1.595,108.02,26.768,1.745,17.502,105.03
2020-01-03 08:00:00,2020-01-03 09:00:00,10022,Dandenong,421.412,11.779,18.219,74.086,1.723,111.762,26.412,1.87,19.343,109.14
2020-01-03 09:00:00,2020-01-03 10:00:00,10022,Dandenong,1088.745,12.197,39.187,183.205,1.394,97.619,37.517,1.646,20.908,99.04
2020-01-03 10:00:00,2020-01-03 11:00:00,10022,Dandenong,903.462,8.445,53.625,165.713,0.939,57.162,54.33,1.335,23.539,108.72
2020-01-03 11:00:00,2020-01-03 12:00:00,10022,Dandenong,366.321,6.664,57.197,64.451,0.923,339.081,74.094,1.615,27.013,219.5
2020-01-03 12:00:00,2020-01-03 13:00:00,10022,Dandenong,209.833,6.928,72.873,38.116,0.875,314.941,67.657,1.478,29.757,235.33
2020-01-03 13:00:00,2020-01-03 14:00:00,10022,Dandenong,113.673,5.993,74.01,8.093,0.543,74.829,83.292,1.488,32.081,147.94
2020-01-03 14:00:00,2020-01-03 15:00:00,10022,Dandenong,378.764,8.551,77.602,132.192,1.096,167.093,70.557,2.072,33.643,170.18
2020-01-03 15:00:00,2020-01-03 16:00:00,10022,Dandenong,365.555,7.688,82.073,73.503,2.49,123.225,30.485,2.725,34.37,125.55
2020-01-03 16:00:00,2020-01-03 17:00:00,10022,Dandenong,738.044,11.426,85.576,187.163,3.53,127.567,16.987,3.672,33.544,126.64
2020-01-03 17:00:00,2020-01-03 18:00:00,10022,Dandenong,707.368,14.827,77.518,174.956,4.164,127.712,13.825,4.276,32.934,127.96
2020-01-03 18:00:00,2020-01-03 19:00:00,10022,Dandenong,755.908,12.263,68.81,169.391,4.335,125.09,12.281,4.43,30.64,124.85
2020-01-03 19:00:00,2020-01-03 20:00:00,10022,Dandenong,1110.134,14.114,79.175,214.41,2.824,108.454,13.89,2.9,29.359,107.01
2020-01-03 20:00:00,2020-01-03 21:00:00,10022,Dandenong,1396.078,16.654,79.362,283.665,1.435,90.832,19.053,1.505,27.726,87.32
2020-01-03 21:00:00,2020-01-03 22:00:00,10022,Dandenong,1313.562,23.994,58.512,255.214,0.637,59.511,31.474,0.742,25.485,67.71
2020-01-03 22:00:00,2020-01-03 23:00:00,10022,Dandenong,1266.037,26.103,39.15,244.543,0.686,205.053,50.085,0.868,23.638,197.87
2020-01-03 23:00:00,2020-01-04 00:00:00,10022,Dandenong,1574.638,31.031,22.686,290.389,0.837,147.961,37.426,1.018,22.29,145.65
2020-01-04 00:00:00,2020-01-04 01:00:00,10022,Dandenong,,,,290.001,0.696,79.93,19.433,0.739,21.432,77.74
2020-01-04 01:00:00,2020-01-04 02:00:00,10022,Dandenong,1206.762,39.609,5.765,233.751,1.041,112.844,13.357,1.065,20.71,110.99
2020-01-04 02:00:00,2020-01-04 03:00:00,10022,Dandenong,870.168,26.72,11.933,154.909,0.69,76.422,42.056,1.096,20.027,109.52
2020-01-04 03:00:00,2020-01-04 04:00:00,10022,Dandenong,256.273,3.019,54.896,42.828,3.406,7.623,15.388,3.512,26.723,107.66
2020-01-04 04:00:00,2020-01-04 05:00:00,10022,Dandenong,243.686,2.922,55.444,53.879,3.677,5.372,14.537,3.786,26.885,130.07
2020-01-04 05:00:00,2020-01-04 06:00:00,10022,Dandenong,295.063,7.196,43.99,106.865,3.19,279.555,36.92,3.902,25.206,262.35
2020-01-04 06:00:00,2020-01-04 07:00:00,10022,Dandenong,175.034,4.942,34.306,121.68,4.979,270.432,14.576,5.132,24.193,271.12
2020-01-04 07:00:00,2020-01-04 08:00:00,10022,Dandenong,204.261,4.061,34.367,90.018,4.719,272.621,14.406,4.858,23.826,272.83
2020-01-04 08:00:00,2020-01-04 09:00:00,10022,Dandenong,206.567,4.302,38.388,65.534,3.351,243.709,20.701,3.565,24.952,241.81
2020-01-04 09:00:00,2020-01-04 10:00:00,10022,Dandenong,211.802,3.578,41.39,69.144,3.407,245.327,17.689,3.552,25.671,246.1
2020-01-04 10:00:00,2020-01-04 11:00:00,10022,Dandenong,262.374,3.35,42.197,98.612,5.288,223.016,18.349,5.536,25.774,223.13
2020-01-04 11:00:00,2020-01-04 12:00:00,10022,Dandenong,130.176,3.082,30.441,71.758,7.025,221.921,14.721,7.251,24.127,221.71
2020-01-04 12:00:00,2020-01-04 13:00:00,10022,Dandenong,63.147,2.066,22.806,43.261,7.348,216.473,13.811,7.552,21.564,216.42
2020-01-04 13:00:00,2020-01-04 14:00:00,10022,Dandenong,61.97,1.808,16.996,15.407,6.753,217.946,14.104,6.951,19.811,217.77
2020-01-04 14:00:00,2020-01-04 15:00:00,10022,Dandenong,54.34,1.928,16.627,15.756,5.549,217.923,14.248,5.718,19.528,217.97
2020-01-04 15:00:00,2020-01-04 16:00:00,10022,Dandenong,33.572,1.443,18.898,25.297,6.402,218.961,14.79,6.611,20.961,219
2020-01-04 16:00:00,2020-01-04 17:00:00,10022,Dandenong,25.548,1.202,22.053,21.563,6.358,211.472,14.278,6.538,20.708,211.74
2020-01-04 17:00:00,2020-01-04 18:00:00,10022,Dandenong,28.054,1.344,21.716,24.058,5.531,221.287,15.091,5.715,19.607,221.15
2020-01-04 18:00:00,2020-01-04 19:00:00,10022,Dandenong,29.314,1.358,19.978,17.606,4.286,200.882,26.014,4.749,18.609,196.67
2020-01-04 19:00:00,2020-01-04 20:00:00,10022,Dandenong,31.62,1.948,18.809,47.475,3.738,166.187,18.374,3.903,16.856,165.26
2020-01-04 20:00:00,2020-01-04 21:00:00,10022,Dandenong,33.504,2.63,17.105,36.033,2.823,164.515,18.717,2.965,15.997,164.28
2020-01-04 21:00:00,2020-01-04 22:00:00,10022,Dandenong,30.505,2.872,15.767,33.557,3.056,152.48,18.971,3.205,15.708,152.49
2020-01-04 22:00:00,2020-01-04 23:00:00,10022,Dandenong,21.585,2.284,15.672,17.242,3.201,157.844,20.816,3.401,15.439,157.42
2020-01-04 23:00:00,2020-01-05 00:00:00,10022,Dandenong,21.834,2.062,15.723,26.967,3.125,153.91,20.703,3.311,15.451,154.74
2020-01-05 00:00:00,2020-01-05 01:00:00,10022,Dandenong,,,,30.118,2.86,126.878,14.274,2.949,14.849,125.97
2020-01-05 01:00:00,2020-01-05 02:00:00,10022,Dandenong,26.179,8.456,8.654,37.791,2.649,129.025,14.644,2.73,14.712,128.8
2020-01-05 02:00:00,2020-01-05 03:00:00,10022,Dandenong,26.051,7.589,9.7,34.527,2.371,129.56,14.38,2.441,14.48,129.55
2020-01-05 03:00:00,2020-01-05 04:00:00,10022,Dandenong,23.24,5.27,11.441,29.76,2.225,148.82,23.142,2.4,14.472,150.27
2020-01-05 04:00:00,2020-01-05 05:00:00,10022,Dandenong,17.186,2.603,13.68,14.864,2.62,158.526,22.229,2.797,14.894,157.97
2020-01-05 05:00:00,2020-01-05 06:00:00,10022,Dandenong,16.341,1.907,14.818,33.041,2.928,163.956,21.333,3.111,14.874,164.36
2020-01-05 06:00:00,2020-01-05 07:00:00,10022,Dandenong,16.848,2.447,13.92,38.323,2.977,184.644,17.066,3.095,14.258,186.29
2020-01-05 07:00:00,2020-01-05 08:00:00,10022,Dandenong,17.8,2.841,12.767,21.573,2.651,155.102,21.693,2.815,13.439,156.38
2020-01-05 08:00:00,2020-01-05 09:00:00,10022,Dandenong,12.862,4.378,12.235,1.458,2.706,106.954,16.651,2.803,12.294,105.65
2020-01-05 09:00:00,2020-01-05 10:00:00,10022,Dandenong,11.599,4.106,13.562,10.789,2.474,101.264,19.785,2.602,12.258,100.37
2020-01-05 10:00:00,2020-01-05 11:00:00,10022,Dandenong,10.493,4.698,13.869,10.803,2.908,155.753,22.483,3.121,12.741,153
2020-01-05 11:00:00,2020-01-05 12:00:00,10022,Dandenong,9.546,3.454,16.374,-3.105,3.495,153.539,23.032,3.755,14.07,153.73
2020-01-05 12:00:00,2020-01-05 13:00:00,10022,Dandenong,7.743,2.696,19.421,3.192,3.723,152.629,20.603,3.949,14.669,153.32
2020-01-05 13:00:00,2020-01-05 14:00:00,10022,Dandenong,10.619,,17.687,6.269,3.14,146.977,21.632,3.353,15.493,147.63
2020-01-05 14:00:00,2020-01-05 15:00:00,10022,Dandenong,11.366,,18.542,10.043,3.611,153.844,21.435,3.852,16.477,153.96
2020-01-05 15:00:00,2020-01-05 16:00:00,10022,Dandenong,15.38,,17.954,20.992,3.87,153.442,21.061,4.112,16.482,153.85
2020-01-05 16:00:00,2020-01-05 17:00:00,10022,Dandenong,16.202,,16.388,17.893,4.115,148.429,19.949,4.358,16.165,148.73
2020-01-05 17:00:00,2020-01-05 18:00:00,10022,Dandenong,16.641,,12.72,16.259,4.042,141.876,17.141,4.204,15.965,142.42
2020-01-05 18:00:00,2020-01-05 19:00:00,10022,Dandenong,18.038,6.744,10.996,30.47,4.108,139.796,17.354,4.281,15.492,140.59
2020-01-05 19:00:00,2020-01-05 20:00:00,10022,Dandenong,17.923,7.557,10.177,27.42,4.317,135.319,15.391,4.46,15.232,135.88
2020-01-05 20:00:00,2020-01-05 21:00:00,10022,Dandenong,16.743,4.781,11.812,30.115,3.63,143.078,17.107,3.772,15.028,144.02
2020-01-05 21:00:00,2020-01-05 22:00:00,10022,Dandenong,18.733,5.441,12.183,29.345,3.9,141.894,16.594,4.048,14.189,142.55
2020-01-05 22:00:00,2020-01-05 23:00:00,10022,Dandenong,18.998,9.07,8.182,15.908,3.384,136.226,17.34,3.522,13.901,137.17
2020-01-05 23:00:00,2020-01-06 00:00:00,10022,Dandenong,23.759,5.449,10.692,18.139,3.502,140.725,19.346,3.689,13.998,142.07
2020-01-06 00:00:00,2020-01-06 01:00:00,10022,Dandenong,,,,47.066,3.102,127.071,22.021,3.224,13.331,124.55
2020-01-06 01:00:00,2020-01-06 02:00:00,10022,Dandenong,76.43,7.112,8.353,33.201,2.671,130.653,16.609,2.762,12.447,129.65
2020-01-06 02:00:00,2020-01-06 03:00:00,10022,Dandenong,131.443,7.296,8.109,25.242,2.5,132.114,20.114,2.61,12.177,131.15
2020-01-06 03:00:00,2020-01-06 04:00:00,10022,Dandenong,277.97,9.532,11.57,54.687,2.819,133.512,18.197,2.926,12.107,135.1
2020-01-06 04:00:00,2020-01-06 05:00:00,10022,Dandenong,451.725,14.462,7.785,72.17,2.139,142.566,23.441,2.299,12.112,145.94
2020-01-06 05:00:00,2020-01-06 06:00:00,10022,Dandenong,406.152,15.755,4.444,68.272,2.045,143.371,22.253,2.191,12.338,146
2020-01-06 06:00:00,2020-01-06 07:00:00,10022,Dandenong,668.946,16.899,3.852,108.681,2.09,133.046,15.602,2.155,12.506,133.22
2020-01-06 07:00:00,2020-01-06 08:00:00,10022,Dandenong,844.068,16.004,4.566,133.564,1.933,123.292,16.298,2.003,12.609,122.63
2020-01-06 08:00:00,2020-01-06 09:00:00,10022,Dandenong,833.198,14.634,5.776,131.657,1.091,88.293,31.896,1.258,12.976,81.96
2020-01-06 09:00:00,2020-01-06 10:00:00,10022,Dandenong,539.589,12.729,9.582,83.577,0.925,341.878,31.923,1.019,13.253,260.85
2020-01-06 10:00:00,2020-01-06 11:00:00,10022,Dandenong,301.368,13.226,12.762,42.735,1.534,311.84,21.647,1.636,14.192,303.42
2020-01-06 11:00:00,2020-01-06 12:00:00,10022,Dandenong,492.571,16.374,24.092,62.705,1.596,283.402,34.947,1.884,14.831,282.25
2020-01-06 12:00:00,2020-01-06 13:00:00,10022,Dandenong,907.125,17.071,29.855,146.031,1.948,256.075,18.527,2.045,14.959,257.26
2020-01-06 13:00:00,2020-01-06 14:00:00,10022,Dandenong,920.116,14.994,27.383,146.43,1.39,270.117,22.601,1.496,15.074,270.65
2020-01-06 14:00:00,2020-01-06 15:00:00,10022,Dandenong,947.543,17.129,23.051,151.915,1.637,233.154,31.488,1.869,15.312,237.38
2020-01-06 15:00:00,2020-01-06 16:00:00,10022,Dandenong,1005.531,14.926,25.305,172.349,1.817,219.347,17.836,1.9,15.204,220.05
2020-01-06 16:00:00,2020-01-06 17:00:00,10022,Dandenong,1011.89,15.625,17.674,169.679,0.958,214.73,25.322,1.026,14.664,218.49
2020-01-06 17:00:00,2020-01-06 18:00:00,10022,Dandenong,893.417,15.996,12.972,136.325,0.426,229.424,58.369,0.61,15.172,204.52
2020-01-06 18:00:00,2020-01-06 19:00:00,10022,Dandenong,734.975,15.13,12.629,107.829,0.252,311.419,52.418,0.344,15.339,262.93
2020-01-06 19:00:00,2020-01-06 20:00:00,10022,Dandenong,680.076,18.265,7.719,98.698,0.255,207.821,71.592,0.503,15.593,221.79
2020-01-06 20:00:00,2020-01-06 21:00:00,10022,Dandenong,575.477,18.708,6.953,79.897,0.412,162.905,40.574,0.481,15.934,176.17
2020-01-06 21:00:00,2020-01-06 22:00:00,10022,Dandenong,459.645,14.912,8.068,66.599,0.882,194.369,19.622,0.926,16.235,193.13
2020-01-06 22:00:00,2020-01-06 23:00:00,10022,Dandenong,322.49,11.528,10.179,39.473,1.28,196.048,27.161,1.414,16.202,195.47
2020-01-06 23:00:00,2020-01-07 00:00:00,10022,Dandenong,200.216,7.148,14.748,27.889,0.739,191.864,38.076,0.902,16.272,188.65
2020-01-07 00:00:00,2020-01-07 01:00:00,10022,Dandenong,,,,27.073,1.04,214.689,17.104,1.085,16.208,213.76
2020-01-07 01:00:00,2020-01-07 02:00:00,10022,Dandenong,180.617,10.906,7.696,29.45,1.146,190.012,19.385,1.205,16.28,189.6
2020-01-07 02:00:00,2020-01-07 03:00:00,10022,Dandenong,259.25,9.395,8.742,44.427,0.988,146.073,29.37,1.083,16.353,151.03
2020-01-07 03:00:00,2020-01-07 04:00:00,10022,Dandenong,368.995,8.739,8.012,64.36,0.512,151.821,48.281,0.661,16.419,156.41
2020-01-07 04:00:00,2020-01-07 05:00:00,10022,Dandenong,371.605,13.586,3.549,75.599,0.792,148.677,29.067,0.896,16.505,148.82
2020-01-07 05:00:00,2020-01-07 06:00:00,10022,Dandenong,292.104,16.633,1.178,53.29,0.878,141.875,24.195,0.944,16.592,140.79
2020-01-07 06:00:00,2020-01-07 07:00:00,10022,Dandenong,99.703,14.775,3.075,21.774,1.141,159.327,26.31,1.235,16.983,155.43
2020-01-07 07:00:00,2020-01-07 08:00:00,10022,Dandenong,45.679,13.056,5.24,16.323,1.535,164.172,25.53,1.666,17.535,163.45
2020-01-07 08:00:00,2020-01-07 09:00:00,10022,Dandenong,19.291,8.8,8.563,7.895,1.815,172.207,22.703,1.943,18.367,170.22
2020-01-07 09:00:00,2020-01-07 10:00:00,10022,Dandenong,21.213,9.445,8.324,12.097,2.422,188.595,18.011,2.523,18.594,187.67
2020-01-07 10:00:00,2020-01-07 11:00:00,10022,Dandenong,35.883,7.45,11.956,4.056,2.565,168.982,23.494,2.769,18.911,169.52
2020-01-07 11:00:00,2020-01-07 12:00:00,10022,Dandenong,43.062,8.319,12.161,6.79,2.032,152.874,25.617,2.206,19.358,153.66
2020-01-07 12:00:00,2020-01-07 13:00:00,10022,Dandenong,82.045,6.908,18.112,11.95,2.789,163.682,21.802,2.973,20.504,163.6
2020-01-07 13:00:00,2020-01-07 14:00:00,10022,Dandenong,109.794,5.531,21.35,27.703,3.361,159.458,21.433,3.583,20.971,159.1
2020-01-07 14:00:00,2020-01-07 15:00:00,10022,Dandenong,113.255,5.158,20.788,21.546,3.689,171.388,18.468,3.861,20.552,170.64
2020-01-07 15:00:00,2020-01-07 16:00:00,10022,Dandenong,113.044,4.715,22.529,20.596,3.773,167.335,19.912,3.979,20.62,166.46
2020-01-07 16:00:00,2020-01-07 17:00:00,10022,Dandenong,78.043,3.951,19.25,16.884,3.713,169.667,19.241,3.892,19.879,168.56
2020-01-07 17:00:00,2020-01-07 18:00:00,10022,Dandenong,68.917,4.15,16.816,12.366,3.136,162.915,19.454,3.302,19.567,162.87
2020-01-07 18:00:00,2020-01-07 19:00:00,10022,Dandenong,75.596,4.78,17.59,17.677,2.592,153.845,20.956,2.758,19.236,154.15
2020-01-07 19:00:00,2020-01-07 20:00:00,10022,Dandenong,57.591,5.268,15.516,12.69,2.39,159.308,21.907,2.542,19.059,159.45
2020-01-07 20:00:00,2020-01-07 21:00:00,10022,Dandenong,49.961,3.903,16.021,14.85,2.801,170.213,17.676,2.92,18.549,170.54
2020-01-07 21:00:00,2020-01-07 22:00:00,10022,Dandenong,44.588,3.218,18.83,4.881,2.597,164.907,19.22,2.716,17.847,164.76
2020-01-07 22:00:00,2020-01-07 23:00:00,10022,Dandenong,58.412,4.371,19.044,11.054,2.343,157.343,21.251,2.487,17.526,157.48
2020-01-07 23:00:00,2020-01-08 00:00:00,10022,Dandenong,80.563,4.708,22.379,11.17,2.779,152.962,20.585,2.942,17.31,152.8
2020-01-08 00:00:00,2020-01-08 01:00:00,10022,Dandenong,,,,14.257,2.351,146.589,20.908,2.485,17.221,148.27
2020-01-08 01:00:00,2020-01-08 02:00:00,10022,Dandenong,108.095,10.239,17.981,25.349,1.907,148.312,23.47,2.055,17.098,151.42
2020-01-08 02:00:00,2020-01-08 03:00:00,10022,Dandenong,137.274,7.219,21.156,26.582,1.495,148.543,20.857,1.583,16.924,149.86
2020-01-08 03:00:00,2020-01-08 04:00:00,10022,Dandenong,139.285,7.02,21.321,28.903,1.668,168.887,20.06,1.759,16.783,167.85
2020-01-08 04:00:00,2020-01-08 05:00:00,10022,Dandenong,119.544,9.468,17.163,24.558,1.666,170.763,17.126,1.732,16.603,170.74
2020-01-08 05:00:00,2020-01-08 06:00:00,10022,Dandenong,114.136,13.143,12.986,28.266,1.846,172.818,17.517,1.922,16.805,173.18
2020-01-08 06:00:00,2020-01-08 07:00:00,10022,Dandenong,90.403,12.604,10.792,24.681,1.785,155.872,22.342,1.909,17.333,156.98
2020-01-08 07:00:00,2020-01-08 08:00:00,10022,Dandenong,80.795,8.528,14.239,32.198,2.006,159.439,26.104,2.205,18.729,160.07
2020-01-08 08:00:00,2020-01-08 09:00:00,10022,Dandenong,101.976,9.957,15.333,36.441,2.158,158.44,25.593,2.376,20.287,161.24
2020-01-08 09:00:00,2020-01-08 10:00:00,10022,Dandenong,190.99,11.012,27.145,49.222,2.726,138.895,23.99,2.911,22.047,142.15
2020-01-08 10:00:00,2020-01-08 11:00:00,10022,Dandenong,222.585,12.496,34.467,58.257,3.189,135.897,19.483,3.349,23.499,137.18
2020-01-08 11:00:00,2020-01-08 12:00:00,10022,Dandenong,210.519,8.841,39.583,55.544,3.727,138.499,21.124,3.95,24.562,140.03
2020-01-08 12:00:00,2020-01-08 13:00:00,10022,Dandenong,149.537,9.085,34.415,49.328,4.015,133.357,19.693,4.219,25.396,134.38
2020-01-08 13:00:00,2020-01-08 14:00:00,10022,Dandenong,105.819,9.595,30.851,46.645,4.376,135.739,20.096,4.611,25.571,136.8
2020-01-08 14:00:00,2020-01-08 15:00:00,10022,Dandenong,77.783,6.693,29.958,36.547,4.342,145.198,21.598,4.646,26.231,145.41
2020-01-08 15:00:00,2020-01-08 16:00:00,10022,Dandenong,68.183,5.12,30.987,35.084,4.071,153.625,23.135,4.393,26.806,153.77
2020-01-08 16:00:00,2020-01-08 17:00:00,10022,Dandenong,69.183,3.461,30.092,30.245,5.317,174.923,16.906,5.513,26.181,174.08
2020-01-08 17:00:00,2020-01-08 18:00:00,10022,Dandenong,70.805,3.017,28.052,28.152,4.886,171.051,17.793,5.086,24.849,170.56
2020-01-08 18:00:00,2020-01-08 19:00:00,10022,Dandenong,57.513,3.315,25.024,20.884,4.296,169.772,17.113,4.465,23.738,168.81
