datetime_AEST,datetime_local,location_id,location_name,BPM2.5,BSP,CO,SO2,DBT
2020-04-09 09:00:00,2020-04-09 09:00:00,10017,Morwell East,0.151,10.927,0.238,0.28,15.492
2020-04-09 10:00:00,2020-04-09 10:00:00,10017,Morwell East,-1.987,11.744,0.262,0.345,17.541
2020-04-09 11:00:00,2020-04-09 11:00:00,10017,Morwell East,-1.778,10.874,0.169,0.52,19.476
2020-04-09 12:00:00,2020-04-09 12:00:00,10017,Morwell East,2.311,6.388,0.077,0.706,19.962
2020-04-09 13:00:00,2020-04-09 13:00:00,10017,Morwell East,4.941,5.884,0.066,1.129,20.63
2020-04-09 14:00:00,2020-04-09 14:00:00,10017,Morwell East,3.039,5.018,0.043,1.291,20.6
2020-04-09 15:00:00,2020-04-09 15:00:00,10017,Morwell East,1.756,5.363,0.036,1.604,20.044
2020-04-09 16:00:00,2020-04-09 16:00:00,10017,Morwell East,0.239,5.867,0.043,1.81,18.489
2020-04-09 17:00:00,2020-04-09 17:00:00,10017,Morwell East,1.189,7.573,0.066,1.837,17.221
2020-04-09 18:00:00,2020-04-09 18:00:00,10017,Morwell East,4.999,8.449,0.09,1.676,15.745
2020-04-09 19:00:00,2020-04-09 19:00:00,10017,Morwell East,7.805,10.56,0.104,1.522,14.099
2020-04-09 20:00:00,2020-04-09 20:00:00,10017,Morwell East,8.05,16.364,0.112,1.35,12.691
2020-04-09 21:00:00,2020-04-09 21:00:00,10017,Morwell East,8.033,26.674,0.216,1.267,12.024
2020-04-09 22:00:00,2020-04-09 22:00:00,10017,Morwell East,8.671,47.778,0.377,0.536,11.221
2020-04-09 23:00:00,2020-04-09 23:00:00,10017,Morwell East,7.85,40.217,0.406,0.396,10.94
2020-04-10 00:00:00,2020-04-10 00:00:00,10017,Morwell East,9.144,34.879,0.305,0.297,10.849
2020-04-10 01:00:00,2020-04-10 01:00:00,10017,Morwell East,8.034,,,,11.395
2020-04-10 02:00:00,2020-04-10 02:00:00,10017,Morwell East,5.775,17.777,0.127,-0.163,11.391
2020-04-10 03:00:00,2020-04-10 03:00:00,10017,Morwell East,1.639,24.398,0.133,-0.333,10.687
2020-04-10 04:00:00,2020-04-10 04:00:00,10017,Morwell East,1.817,19.21,0.143,-0.21,9.973
2020-04-10 05:00:00,2020-04-10 05:00:00,10017,Morwell East,4.599,22.062,0.135,-0.331,9.741
2020-04-10 06:00:00,2020-04-10 06:00:00,10017,Morwell East,6.523,18.805,0.13,-0.503,10.976
2020-04-10 07:00:00,2020-04-10 07:00:00,10017,Morwell East,3.887,25.147,0.131,-0.567,12.147
2020-04-10 08:00:00,2020-04-10 08:00:00,10017,Morwell East,-1.864,15.279,0.128,-0.609,13.792
2020-04-10 09:00:00,2020-04-10 09:00:00,10017,Morwell East,-6.432,61.424,0.236,-0.524,16.158
2020-04-10 10:00:00,2020-04-10 10:00:00,10017,Morwell East,-3.124,70.783,0.286,-0.394,20.403
2020-04-10 11:00:00,2020-04-10 11:00:00,10017,Morwell East,0.784,40.07,0.222,-0.134,22.64
2020-04-10 12:00:00,2020-04-10 12:00:00,10017,Morwell East,7.54,26.312,0.194,0.369,22.175
2020-04-10 13:00:00,2020-04-10 13:00:00,10017,Morwell East,7.07,22.455,0.165,0.769,21.795
2020-04-10 14:00:00,2020-04-10 14:00:00,10017,Morwell East,7.653,36.734,0.14,1.225,21.687
2020-04-10 15:00:00,2020-04-10 15:00:00,10017,Morwell East,9.618,48.669,0.156,1.32,21.267
2020-04-10 16:00:00,2020-04-10 16:00:00,10017,Morwell East,12.7,35.683,0.135,1.384,19.471
2020-04-10 17:00:00,2020-04-10 17:00:00,10017,Morwell East,12.966,33.95,0.145,1.486,18.354
2020-04-10 18:00:00,2020-04-10 18:00:00,10017,Morwell East,13.76,41.144,0.186,1.306,17.991
2020-04-10 19:00:00,2020-04-10 19:00:00,10017,Morwell East,15.463,46.057,0.248,1.177,17.521
2020-04-10 20:00:00,2020-04-10 20:00:00,10017,Morwell East,16.514,55.273,0.26,2.131,16.574
2020-04-10 21:00:00,2020-04-10 21:00:00,10017,Morwell East,16.177,30.537,0.179,0.998,15.891
2020-04-10 22:00:00,2020-04-10 22:00:00,10017,Morwell East,13.625,23.585,0.152,0.225,17.116
2020-04-10 23:00:00,2020-04-10 23:00:00,10017,Morwell East,9.755,12.661,0.09,0.192,16.554
2020-04-11 00:00:00,2020-04-11 00:00:00,10017,Morwell East,6.046,16.267,0.097,0.033,18.491
2020-04-11 01:00:00,2020-04-11 01:00:00,10017,Morwell East,3.586,,,,17.452
2020-04-11 02:00:00,2020-04-11 02:00:00,10017,Morwell East,2.316,11.146,0.055,7.317,15.628
2020-04-11 03:00:00,2020-04-11 03:00:00,10017,Morwell East,3.145,10.324,0.081,3.392,14.959
2020-04-11 04:00:00,2020-04-11 04:00:00,10017,Morwell East,4.641,10.983,0.094,0.355,13.565
2020-04-11 05:00:00,2020-04-11 05:00:00,10017,Morwell East,5.634,8.885,0.112,-0.946,13.102
2020-04-11 06:00:00,2020-04-11 06:00:00,10017,Morwell East,5.623,10.865,0.09,-1.202,12.15
2020-04-11 07:00:00,2020-04-11 07:00:00,10017,Morwell East,4.159,9.909,0.078,-1.378,11.541
2020-04-11 08:00:00,2020-04-11 08:00:00,10017,Morwell East,3.584,12.137,0.076,-1.504,12.395
2020-04-11 09:00:00,2020-04-11 09:00:00,10017,Morwell East,5.279,18.337,0.056,-1.607,13.041
2020-04-11 10:00:00,2020-04-11 10:00:00,10017,Morwell East,6.719,18.942,0.051,-1.633,12.23
2020-04-11 11:00:00,2020-04-11 11:00:00,10017,Morwell East,6.462,15.427,0.051,-1.723,13.727
2020-04-11 12:00:00,2020-04-11 12:00:00,10017,Morwell East,4.707,17.285,0.055,-1.611,10.83
2020-04-11 13:00:00,2020-04-11 13:00:00,10017,Morwell East,5.444,12.214,0.058,-1.738,12.039
2020-04-11 14:00:00,2020-04-11 14:00:00,10017,Morwell East,7.11,14.253,0.067,-1.743,12.672
2020-04-11 15:00:00,2020-04-11 15:00:00,10017,Morwell East,6.375,12.231,0.073,-1.844,12.958
2020-04-11 16:00:00,2020-04-11 16:00:00,10017,Morwell East,4.934,15.096,0.072,-1.809,12.139
2020-04-11 17:00:00,2020-04-11 17:00:00,10017,Morwell East,6.297,18.466,0.058,-1.823,11.857
2020-04-11 18:00:00,2020-04-11 18:00:00,10017,Morwell East,7.747,22.499,0.068,-1.928,11.524
2020-04-11 19:00:00,2020-04-11 19:00:00,10017,Morwell East,9.192,24.758,0.086,-1.847,11.01
2020-04-11 20:00:00,2020-04-11 20:00:00,10017,Morwell East,9.179,22.075,0.102,-1.964,10.326
2020-04-11 21:00:00,2020-04-11 21:00:00,10017,Morwell East,8.699,23.817,0.087,-1.943,10.435
2020-04-11 22:00:00,2020-04-11 22:00:00,10017,Morwell East,9.414,22.787,0.092,-0.498,10.576
2020-04-11 23:00:00,2020-04-11 23:00:00,10017,Morwell East,9.36,23.419,0.096,-0.036,10.448
2020-04-12 00:00:00,2020-04-12 00:00:00,10017,Morwell East,9.546,22.803,0.102,-0.147,10.678
2020-04-12 01:00:00,2020-04-12 01:00:00,10017,Morwell East,7.294,,,,10.761
2020-04-12 02:00:00,2020-04-12 02:00:00,10017,Morwell East,6.087,17.62,0.102,-0.11,10.662
2020-04-12 03:00:00,2020-04-12 03:00:00,10017,Morwell East,2.756,15.843,0.102,-0.169,10.539
2020-04-12 04:00:00,2020-04-12 04:00:00,10017,Morwell East,1.308,13.979,0.104,-0.294,10.429
2020-04-12 05:00:00,2020-04-12 05:00:00,10017,Morwell East,-0.502,12.185,0.11,-0.261,10.526
2020-04-12 06:00:00,2020-04-12 06:00:00,10017,Morwell East,-0.007,11.991,0.118,-0.333,11.537
2020-04-12 07:00:00,2020-04-12 07:00:00,10017,Morwell East,-0.991,7.184,0.125,-0.243,13.034
2020-04-12 08:00:00,2020-04-12 08:00:00,10017,Morwell East,-2.638,8.678,0.127,-0.236,14.383
2020-04-12 09:00:00,2020-04-12 09:00:00,10017,Morwell East,1.427,9.416,0.124,-0.096,14.476
2020-04-12 10:00:00,2020-04-12 10:00:00,10017,Morwell East,5.574,12.479,0.121,0.092,14.964
2020-04-12 11:00:00,2020-04-12 11:00:00,10017,Morwell East,3.782,13.151,0.114,0.029,15.001
2020-04-12 12:00:00,2020-04-12 12:00:00,10017,Morwell East,2.546,15.255,0.118,0.142,14.885
2020-04-12 13:00:00,2020-04-12 13:00:00,10017,Morwell East,4.066,12.713,0.121,0.218,14.459
2020-04-12 14:00:00,2020-04-12 14:00:00,10017,Morwell East,2.901,11.509,0.121,0.231,14.046
2020-04-12 15:00:00,2020-04-12 15:00:00,10017,Morwell East,4.639,11.35,0.125,0.259,13.404
2020-04-12 16:00:00,2020-04-12 16:00:00,10017,Morwell East,6.954,13.652,0.133,0.204,12.805
2020-04-12 17:00:00,2020-04-12 17:00:00,10017,Morwell East,6.582,10.832,0.147,0.28,11.717
2020-04-12 18:00:00,2020-04-12 18:00:00,10017,Morwell East,6.177,9.954,0.15,0.238,10.958
2020-04-12 19:00:00,2020-04-12 19:00:00,10017,Morwell East,8.317,10.804,0.172,0.156,10.788
2020-04-12 20:00:00,2020-04-12 20:00:00,10017,Morwell East,8.473,11.631,0.174,0.082,10.679
2020-04-12 21:00:00,2020-04-12 21:00:00,10017,Morwell East,6.704,17.701,0.185,0.029,11.124
2020-04-12 22:00:00,2020-04-12 22:00:00,10017,Morwell East,3.672,20.933,0.207,0.077,11.171
2020-04-12 23:00:00,2020-04-12 23:00:00,10017,Morwell East,2.307,20.461,0.165,0.069,10.917
2020-04-13 00:00:00,2020-04-13 00:00:00,10017,Morwell East,3.937,18.627,0.116,0.009,10.597
2020-04-13 01:00:00,2020-04-13 01:00:00,10017,Morwell East,4.528,,,,10.857
2020-04-13 02:00:00,2020-04-13 02:00:00,10017,Morwell East,4.418,12.848,0.091,0.026,10.978
2020-04-13 03:00:00,2020-04-13 03:00:00,10017,Morwell East,4.094,12.553,0.094,0.053,10.898
2020-04-13 04:00:00,2020-04-13 04:00:00,10017,Morwell East,2.607,14.571,0.11,0.016,10.622
2020-04-13 05:00:00,2020-04-13 05:00:00,10017,Morwell East,2.852,13.265,0.11,-0.053,10.421
2020-04-13 06:00:00,2020-04-13 06:00:00,10017,Morwell East,2.129,14.673,0.125,0.022,11.184
2020-04-13 07:00:00,2020-04-13 07:00:00,10017,Morwell East,1.284,14.736,0.127,0.019,12.588
2020-04-13 08:00:00,2020-04-13 08:00:00,10017,Morwell East,-0.961,18.206,0.141,0.053,12.943
2020-04-13 09:00:00,2020-04-13 09:00:00,10017,Morwell East,0.878,17.579,0.155,0.267,13.61
2020-04-13 10:00:00,2020-04-13 10:00:00,10017,Morwell East,3.111,16.099,0.164,0.26,14.988
2020-04-13 11:00:00,2020-04-13 11:00:00,10017,Morwell East,3.752,11.363,0.147,0.303,15.402
2020-04-13 12:00:00,2020-04-13 12:00:00,10017,Morwell East,1.066,8.482,0.121,0.425,15.915
2020-04-13 13:00:00,2020-04-13 13:00:00,10017,Morwell East,-0.202,6.543,0.115,0.375,16.293
2020-04-13 14:00:00,2020-04-13 14:00:00,10017,Morwell East,0.279,6.949,0.116,0.543,17.243
2020-04-13 15:00:00,2020-04-13 15:00:00,10017,Morwell East,-0.703,11.196,0.14,0.663,16.567
2020-04-13 16:00:00,2020-04-13 16:00:00,10017,Morwell East,-1.209,16.961,0.134,1.174,15.377
2020-04-13 17:00:00,2020-04-13 17:00:00,10017,Morwell East,2.119,22.741,0.158,2.074,12.48
2020-04-13 18:00:00,2020-04-13 18:00:00,10017,Morwell East,9.012,60.275,0.403,1.975,12.146
2020-04-13 19:00:00,2020-04-13 19:00:00,10017,Morwell East,15.057,63.58,0.413,2.01,12.738
2020-04-13 20:00:00,2020-04-13 20:00:00,10017,Morwell East,16.796,44.902,0.186,1.424,12.499
2020-04-13 21:00:00,2020-04-13 21:00:00,10017,Morwell East,16.116,63.688,0.291,1.445,11.89
2020-04-13 22:00:00,2020-04-13 22:00:00,10017,Morwell East,15.208,39.158,0.208,0.527,11.963
2020-04-13 23:00:00,2020-04-13 23:00:00,10017,Morwell East,12.993,58.626,0.269,-0.045,11.963
2020-04-14 00:00:00,2020-04-14 00:00:00,10017,Morwell East,12.221,70.981,0.293,-0.077,11.121
2020-04-14 01:00:00,2020-04-14 01:00:00,10017,Morwell East,12.668,,,,10.221
2020-04-14 02:00:00,2020-04-14 02:00:00,10017,Morwell East,15.086,52.6,0.251,-0.11,9.338
2020-04-14 03:00:00,2020-04-14 03:00:00,10017,Morwell East,15.758,50.923,0.267,-0.3,9.099
2020-04-14 04:00:00,2020-04-14 04:00:00,10017,Morwell East,16.276,76.572,0.274,-0.1,9.347
2020-04-14 05:00:00,2020-04-14 05:00:00,10017,Morwell East,14.843,57.363,0.208,-0.317,9.577
2020-04-14 06:00:00,2020-04-14 06:00:00,10017,Morwell East,10.989,70.275,0.31,0.057,10.224
2020-04-14 07:00:00,2020-04-14 07:00:00,10017,Morwell East,10.714,64.836,0.392,0.207,12.175
2020-04-14 08:00:00,2020-04-14 08:00:00,10017,Morwell East,7.999,48.722,0.287,0.397,14.089
2020-04-14 09:00:00,2020-04-14 09:00:00,10017,Morwell East,0.87,36.014,0.194,0.364,15.799
2020-04-14 10:00:00,2020-04-14 10:00:00,10017,Morwell East,3.063,27.699,0.188,0.41,18.253
2020-04-14 11:00:00,2020-04-14 11:00:00,10017,Morwell East,7.68,29.897,0.297,1.121,20.267
2020-04-14 12:00:00,2020-04-14 12:00:00,10017,Morwell East,7.411,35.242,0.196,2.142,20.79
2020-04-14 13:00:00,2020-04-14 13:00:00,10017,Morwell East,6.573,32.881,0.165,1.145,21.768
2020-04-14 14:00:00,2020-04-14 14:00:00,10017,Morwell East,9.651,31.462,0.144,0.952,20.531
2020-04-14 15:00:00,2020-04-14 15:00:00,10017,Morwell East,9.336,31.91,0.144,1.103,19.732
2020-04-14 16:00:00,2020-04-14 16:00:00,10017,Morwell East,9.443,30.562,0.208,1.2,18.491
2020-04-14 17:00:00,2020-04-14 17:00:00,10017,Morwell East,10.768,33.844,0.329,1.319,17.226
2020-04-14 18:00:00,2020-04-14 18:00:00,10017,Morwell East,13.277,58.553,0.55,1.657,16.46
2020-04-14 19:00:00,2020-04-14 19:00:00,10017,Morwell East,16.798,66.204,0.592,1.913,15.906
2020-04-14 20:00:00,2020-04-14 20:00:00,10017,Morwell East,18.555,68.93,0.606,2.16,15.081
2020-04-14 21:00:00,2020-04-14 21:00:00,10017,Morwell East,19.35,76.581,0.548,2.442,13.859
2020-04-14 22:00:00,2020-04-14 22:00:00,10017,Morwell East,19.442,71.463,0.397,,13.028
2020-04-14 23:00:00,2020-04-14 23:00:00,10017,Morwell East,20.534,56.835,0.416,,12.961
2020-04-15 00:00:00,2020-04-15 00:00:00,10017,Morwell East,18.619,58.625,0.284,,12.079
2020-04-15 01:00:00,2020-04-15 01:00:00,10017,Morwell East,15.586,,,,11.231
2020-04-15 02:00:00,2020-04-15 02:00:00,10017,Morwell East,15.533,46.267,0.219,,10.635
2020-04-15 03:00:00,2020-04-15 03:00:00,10017,Morwell East,15.053,44.645,0.217,,10.369
2020-04-15 04:00:00,2020-04-15 04:00:00,10017,Morwell East,14.258,46.748,0.259,,10.476
2020-04-15 05:00:00,2020-04-15 05:00:00,10017,Morwell East,12.954,44.875,0.244,,9.85
2020-04-15 06:00:00,2020-04-15 06:00:00,10017,Morwell East,11.076,43.916,0.406,,11.532
2020-04-15 07:00:00,2020-04-15 07:00:00,10017,Morwell East,9.757,46.007,0.453,,14.038
2020-04-15 08:00:00,2020-04-15 08:00:00,10017,Morwell East,-1.047,50.836,0.315,,17.672
2020-04-15 09:00:00,2020-04-15 09:00:00,10017,Morwell East,-4.064,48.641,0.26,,21.512
2020-04-15 10:00:00,2020-04-15 10:00:00,10017,Morwell East,2.185,35.189,0.201,,23.652
2020-04-15 11:00:00,2020-04-15 11:00:00,10017,Morwell East,6.366,34.41,0.149,,24.97
2020-04-15 12:00:00,2020-04-15 12:00:00,10017,Morwell East,6.385,33.8,0.137,,25.188
2020-04-15 13:00:00,2020-04-15 13:00:00,10017,Morwell East,5.93,27.202,0.061,2.655,24.925
2020-04-15 14:00:00,2020-04-15 14:00:00,10017,Morwell East,8.274,24.17,0.112,5.308,24.88
2020-04-15 15:00:00,2020-04-15 15:00:00,10017,Morwell East,9.793,25.506,0.117,3.047,23.995
2020-04-15 16:00:00,2020-04-15 16:00:00,10017,Morwell East,10.513,27.032,0.204,2.345,20.547
2020-04-15 17:00:00,2020-04-15 17:00:00,10017,Morwell East,11.834,36.578,0.506,2.57,18.898
2020-04-15 18:00:00,2020-04-15 18:00:00,10017,Morwell East,14.159,45.782,0.614,3.208,17.691
2020-04-15 19:00:00,2020-04-15 19:00:00,10017,Morwell East,17.733,80.496,0.532,2.303,16.925
2020-04-15 20:00:00,2020-04-15 20:00:00,10017,Morwell East,20.174,70.932,0.59,1.349,16.408
2020-04-15 21:00:00,2020-04-15 21:00:00,10017,Morwell East,21.862,67.871,0.553,0.772,16.487
2020-04-15 22:00:00,2020-04-15 22:00:00,10017,Morwell East,20.844,78.149,0.583,0.235,16.163
2020-04-15 23:00:00,2020-04-15 23:00:00,10017,Morwell East,20.044,78.371,0.468,-0.07,15.862
2020-04-16 00:00:00,2020-04-16 00:00:00,10017,Morwell East,20.204,84.845,0.406,-0.423,18.931
2020-04-16 01:00:00,2020-04-16 01:00:00,10017,Morwell East,20.665,,,,21.221
2020-04-16 02:00:00,2020-04-16 02:00:00,10017,Morwell East,14.022,12.431,0.019,,19.579
2020-04-16 03:00:00,2020-04-16 03:00:00,10017,Morwell East,7.676,11.194,0.009,,17.137
2020-04-16 04:00:00,2020-04-16 04:00:00,10017,Morwell East,4.571,11.254,0.046,,16.303
2020-04-16 05:00:00,2020-04-16 05:00:00,10017,Morwell East,5.974,18.132,0.066,,14.925
2020-04-16 06:00:00,2020-04-16 06:00:00,10017,Morwell East,7.441,23.288,0.077,,14.994
2020-04-16 07:00:00,2020-04-16 07:00:00,10017,Morwell East,8.25,29.57,0.124,,16.57
2020-04-16 08:00:00,2020-04-16 08:00:00,10017,Morwell East,7.055,24.475,0.11,,19.09
2020-04-16 09:00:00,2020-04-16 09:00:00,10017,Morwell East,4.507,21.827,0.113,,20.832
2020-04-16 10:00:00,2020-04-16 10:00:00,10017,Morwell East,2.201,20.571,0.122,,20.441
2020-04-16 11:00:00,2020-04-16 11:00:00,10017,Morwell East,3.078,11.971,0.101,,19.897
2020-04-16 12:00:00,2020-04-16 12:00:00,10017,Morwell East,5.175,12.084,0.102,,20.236
2020-04-16 13:00:00,2020-04-16 13:00:00,10017,Morwell East,10.852,,,,18.617
2020-04-16 14:00:00,2020-04-16 14:00:00,10017,Morwell East,13.346,,,,17.504
2020-04-16 15:00:00,2020-04-16 15:00:00,10017,Morwell East,,,0.08,,16.156
2020-04-16 16:00:00,2020-04-16 16:00:00,10017,Morwell East,12.026,,0.045,,15.25
2020-04-16 17:00:00,2020-04-16 17:00:00,10017,Morwell East,8.121,19.797,0.045,,14.755
2020-04-16 18:00:00,2020-04-16 18:00:00,10017,Morwell East,6.678,23.725,0.049,,13.801
2020-04-16 19:00:00,2020-04-16 19:00:00,10017,Morwell East,9.168,20.893,0.049,,12.418
2020-04-16 20:00:00,2020-04-16 20:00:00,10017,Morwell East,12.257,22.191,0.055,,11.71
2020-04-16 21:00:00,2020-04-16 21:00:00,10017,Morwell East,11.815,24.25,0.068,,11.454
2020-04-16 22:00:00,2020-04-16 22:00:00,10017,Morwell East,6.883,22.723,0.067,,11.672
2020-04-16 23:00:00,2020-04-16 23:00:00,10017,Morwell East,4.673,20.519,0.07,0.03,11.218
2020-04-17 00:00:00,2020-04-17 00:00:00,10017,Morwell East,5.299,15.487,0.064,0.014,11.131
2020-04-17 01:00:00,2020-04-17 01:00:00,10017,Morwell East,6.658,,,,11.242
2020-04-17 02:00:00,2020-04-17 02:00:00,10017,Morwell East,5.571,12.289,0.054,0.34,11.352
2020-04-17 03:00:00,2020-04-17 03:00:00,10017,Morwell East,3.647,10.898,0.053,0.206,11.791
2020-04-17 04:00:00,2020-04-17 04:00:00,10017,Morwell East,2.707,9.982,0.052,0.018,12.304
2020-04-17 05:00:00,2020-04-17 05:00:00,10017,Morwell East,2.774,9.529,0.052,-0.021,12.062
2020-04-17 06:00:00,2020-04-17 06:00:00,10017,Morwell East,2.169,8.663,0.053,0.002,12.825
2020-04-17 07:00:00,2020-04-17 07:00:00,10017,Morwell East,1.058,8.302,0.066,-0.03,14.343
2020-04-17 08:00:00,2020-04-17 08:00:00,10017,Morwell East,2.155,8.045,0.076,0.044,14.288
2020-04-17 09:00:00,2020-04-17 09:00:00,10017,Morwell East,2.228,7.236,0.098,0.123,13.228
2020-04-17 10:00:00,2020-04-17 10:00:00,10017,Morwell East,2.511,8.955,0.131,0.199,14.577
2020-04-17 11:00:00,2020-04-17 11:00:00,10017,Morwell East,1.69,10.416,0.139,0.309,16.73
2020-04-17 12:00:00,2020-04-17 12:00:00,10017,Morwell East,2.488,11.832,0.13,0.346,16.55
2020-04-17 13:00:00,2020-04-17 13:00:00,10017,Morwell East,2.243,14.958,0.123,0.274,15.834
2020-04-17 14:00:00,2020-04-17 14:00:00,10017,Morwell East,2.287,16.119,0.123,0.291,16.019
2020-04-17 15:00:00,2020-04-17 15:00:00,10017,Morwell East,5.597,16.049,0.119,0.306,15.315
2020-04-17 16:00:00,2020-04-17 16:00:00,10017,Morwell East,8.341,17.573,0.113,0.25,14.589
2020-04-17 17:00:00,2020-04-17 17:00:00,10017,Morwell East,10.92,21.483,0.122,0.218,14.216
2020-04-17 18:00:00,2020-04-17 18:00:00,10017,Morwell East,10.433,22.504,0.132,0.171,13.583
2020-04-17 19:00:00,2020-04-17 19:00:00,10017,Morwell East,12.454,24.453,0.151,0.285,13.608
2020-04-17 20:00:00,2020-04-17 20:00:00,10017,Morwell East,10.696,20.218,0.149,0.226,13.444
2020-04-17 21:00:00,2020-04-17 21:00:00,10017,Morwell East,9.921,20.68,0.153,0.325,13.529
2020-04-17 22:00:00,2020-04-17 22:00:00,10017,Morwell East,6.937,16.844,0.148,0.262,13.618
2020-04-17 23:00:00,2020-04-17 23:00:00,10017,Morwell East,4.639,15.455,0.107,0.161,13.412
2020-04-18 00:00:00,2020-04-18 00:00:00,10017,Morwell East,6.375,17.278,0.074,0.405,13.105
2020-04-18 01:00:00,2020-04-18 01:00:00,10017,Morwell East,7.187,,,,12.843
2020-04-18 02:00:00,2020-04-18 02:00:00,10017,Morwell East,4.208,12.925,0.076,0.48,12.38
2020-04-18 03:00:00,2020-04-18 03:00:00,10017,Morwell East,5.373,12.699,0.074,0.292,11.789
2020-04-18 04:00:00,2020-04-18 04:00:00,10017,Morwell East,4.57,11.759,0.084,0.136,11.531
2020-04-18 05:00:00,2020-04-18 05:00:00,10017,Morwell East,4.962,13.129,0.096,0.125,11.282
2020-04-18 06:00:00,2020-04-18 06:00:00,10017,Morwell East,2.582,10.885,0.101,0.039,11.512
2020-04-18 07:00:00,2020-04-18 07:00:00,10017,Morwell East,1.338,10.874,0.113,0.072,11.865
2020-04-18 08:00:00,2020-04-18 08:00:00,10017,Morwell East,0.273,11.292,0.122,0.023,12.859
2020-04-18 09:00:00,2020-04-18 09:00:00,10017,Morwell East,1.836,13.361,0.144,0.126,12.977
2020-04-18 10:00:00,2020-04-18 10:00:00,10017,Morwell East,0.665,9.412,0.148,0.08,14.429
2020-04-18 11:00:00,2020-04-18 11:00:00,10017,Morwell East,0.297,4.674,0.152,0.152,15.136
2020-04-18 12:00:00,2020-04-18 12:00:00,10017,Morwell East,2.653,4.778,0.157,0.254,14.899
2020-04-18 13:00:00,2020-04-18 13:00:00,10017,Morwell East,3.647,7.802,0.162,0.152,15.504
2020-04-18 14:00:00,2020-04-18 14:00:00,10017,Morwell East,3.635,7.665,0.163,0.037,15.236
2020-04-18 15:00:00,2020-04-18 15:00:00,10017,Morwell East,5.009,10.245,0.171,0.092,14.693
2020-04-18 16:00:00,2020-04-18 16:00:00,10017,Morwell East,6.171,7.074,0.165,0.104,13.718
2020-04-18 17:00:00,2020-04-18 17:00:00,10017,Morwell East,6.293,7.062,0.166,0.039,12.894
2020-04-18 18:00:00,2020-04-18 18:00:00,10017,Morwell East,2.93,9.303,0.18,-0.091,12.845
2020-04-18 19:00:00,2020-04-18 19:00:00,10017,Morwell East,-0.199,8.15,0.181,-0.007,12.698
2020-04-18 20:00:00,2020-04-18 20:00:00,10017,Morwell East,0.43,15.649,0.232,-0.013,12.391
2020-04-18 21:00:00,2020-04-18 21:00:00,10017,Morwell East,0.676,20.395,0.245,0.147,12.144
2020-04-18 22:00:00,2020-04-18 22:00:00,10017,Morwell East,1.171,19.149,0.237,0.052,12.056
2020-04-18 23:00:00,2020-04-18 23:00:00,10017,Morwell East,2.497,18.876,0.218,-0.046,11.844
2020-04-19 00:00:00,2020-04-19 00:00:00,10017,Morwell East,4.671,13.597,0.133,-0.083,11.752
2020-04-19 01:00:00,2020-04-19 01:00:00,10017,Morwell East,5.482,,,,11.378
2020-04-19 02:00:00,2020-04-19 02:00:00,10017,Morwell East,4.022,6.815,0.1,-0.123,11.545
2020-04-19 03:00:00,2020-04-19 03:00:00,10017,Morwell East,3.63,7.122,0.104,-0.202,11.436
2020-04-19 04:00:00,2020-04-19 04:00:00,10017,Morwell East,2.243,11.845,0.125,-0.302,11.321
2020-04-19 05:00:00,2020-04-19 05:00:00,10017,Morwell East,2.884,11.677,0.142,-0.224,9.957
2020-04-19 06:00:00,2020-04-19 06:00:00,10017,Morwell East,6.339,15.566,0.175,-0.29,9.582
2020-04-19 07:00:00,2020-04-19 07:00:00,10017,Morwell East,8.174,18.04,0.25,-0.15,11.506
2020-04-19 08:00:00,2020-04-19 08:00:00,10017,Morwell East,7.565,21.177,0.148,-0.086,12.308
2020-04-19 09:00:00,2020-04-19 09:00:00,10017,Morwell East,6.05,12.274,0.144,-0.142,13.8
2020-04-19 10:00:00,2020-04-19 10:00:00,10017,Morwell East,4.982,15.413,0.138,0.057,15.774
2020-04-19 11:00:00,2020-04-19 11:00:00,10017,Morwell East,5.316,20.126,0.126,-0.064,16.535
2020-04-19 12:00:00,2020-04-19 12:00:00,10017,Morwell East,9.771,16.556,0.121,-0.128,16.692
2020-04-19 13:00:00,2020-04-19 13:00:00,10017,Morwell East,17.928,16.224,0.096,0.159,16.877
2020-04-19 14:00:00,2020-04-19 14:00:00,10017,Morwell East,17.128,17.494,0.108,-0.099,16.757
2020-04-19 15:00:00,2020-04-19 15:00:00,10017,Morwell East,11.842,15.345,0.1,-0.142,15.482
2020-04-19 16:00:00,2020-04-19 16:00:00,10017,Morwell East,10.598,13.348,0.156,-0.073,13.683
2020-04-19 17:00:00,2020-04-19 17:00:00,10017,Morwell East,10.147,56.263,0.404,0.095,13.227
2020-04-19 18:00:00,2020-04-19 18:00:00,10017,Morwell East,10.507,111.845,0.66,0.72,13.707
2020-04-19 19:00:00,2020-04-19 19:00:00,10017,Morwell East,11.286,30.799,0.262,0.61,13.06
2020-04-19 20:00:00,2020-04-19 20:00:00,10017,Morwell East,6.347,13.976,0.2,0.134,12.266
2020-04-19 21:00:00,2020-04-19 21:00:00,10017,Morwell East,1.965,13.773,0.208,-0.061,12.107
2020-04-19 22:00:00,2020-04-19 22:00:00,10017,Morwell East,0.571,16.04,0.175,0.114,11.927
2020-04-19 23:00:00,2020-04-19 23:00:00,10017,Morwell East,2.262,16.178,0.15,0.41,12.006
2020-04-20 00:00:00,2020-04-20 00:00:00,10017,Morwell East,2.141,16.198,0.103,0.72,11.799
