datetime_AEST,datetime_local,location_id,location_name,BPM2.5,BSP,CO,SO2,DBT
2020-01-03 01:00:00,2020-01-03 02:00:00,10017,Morwell East,1.559,16.021,0.087,0.246,12.662
2020-01-03 02:00:00,2020-01-03 03:00:00,10017,Morwell East,1.742,15.284,0.072,0.176,12.376
2020-01-03 03:00:00,2020-01-03 04:00:00,10017,Morwell East,3.184,17.082,0.078,0.197,11.544
2020-01-03 04:00:00,2020-01-03 05:00:00,10017,Morwell East,3.947,16.612,0.087,0.26,11.079
2020-01-03 05:00:00,2020-01-03 06:00:00,10017,Morwell East,4.015,16.378,0.094,0.234,10.978
2020-01-03 06:00:00,2020-01-03 07:00:00,10017,Morwell East,4.609,21.729,0.136,0.324,11.907
2020-01-03 07:00:00,2020-01-03 08:00:00,10017,Morwell East,2.697,39.634,0.194,0.574,13.112
2020-01-03 08:00:00,2020-01-03 09:00:00,10017,Morwell East,2.76,79.235,0.224,0.321,14.398
2020-01-03 09:00:00,2020-01-03 10:00:00,10017,Morwell East,7.829,266.078,0.411,0.277,15.735
2020-01-03 10:00:00,2020-01-03 11:00:00,10017,Morwell East,26.192,1145.616,1.49,0.536,17.989
2020-01-03 11:00:00,2020-01-03 12:00:00,10017,Morwell East,91.135,2108.6,2.5,1.057,20.024
2020-01-03 12:00:00,2020-01-03 13:00:00,10017,Morwell East,177.859,2429.074,2.906,1.541,23.009
2020-01-03 13:00:00,2020-01-03 14:00:00,10017,Morwell East,248.87,2570.134,,1.977,25.468
2020-01-03 14:00:00,2020-01-03 15:00:00,10017,Morwell East,284.683,2007.1,2.582,2.109,27.135
2020-01-03 15:00:00,2020-01-03 16:00:00,10017,Morwell East,275.94,1372.148,1.847,3.073,27.951
2020-01-03 16:00:00,2020-01-03 17:00:00,10017,Morwell East,243.507,940.357,1.336,1.367,27.11
2020-01-03 17:00:00,2020-01-03 18:00:00,10017,Morwell East,191.254,690.932,0.995,1.121,25.332
2020-01-03 18:00:00,2020-01-03 19:00:00,10017,Morwell East,148.388,673.523,0.935,1.109,23.457
2020-01-03 19:00:00,2020-01-03 20:00:00,10017,Morwell East,122.625,724.931,0.965,0.937,21.444
2020-01-03 20:00:00,2020-01-03 21:00:00,10017,Morwell East,109.684,764.752,0.976,0.864,19.578
2020-01-03 21:00:00,2020-01-03 22:00:00,10017,Morwell East,104.692,806.644,1.002,0.658,18.342
2020-01-03 22:00:00,2020-01-03 23:00:00,10017,Morwell East,99.382,695.833,0.921,0.389,17.21
2020-01-03 23:00:00,2020-01-04 00:00:00,10017,Morwell East,97.397,657.72,0.854,0.126,16.279
2020-01-04 00:00:00,2020-01-04 01:00:00,10017,Morwell East,97.491,,,,15.713
2020-01-04 01:00:00,2020-01-04 02:00:00,10017,Morwell East,98.838,643.378,0.786,0.084,14.616
2020-01-04 02:00:00,2020-01-04 03:00:00,10017,Morwell East,100.125,702.748,0.811,0.067,14.187
2020-01-04 03:00:00,2020-01-04 04:00:00,10017,Morwell East,101.723,729.573,0.863,0.082,13.734
2020-01-04 04:00:00,2020-01-04 05:00:00,10017,Morwell East,100.644,753.529,0.915,-0.034,14.09
2020-01-04 05:00:00,2020-01-04 06:00:00,10017,Morwell East,97.525,726.19,0.94,0.056,13.616
2020-01-04 06:00:00,2020-01-04 07:00:00,10017,Morwell East,94.683,760.638,1.088,0.03,14.113
2020-01-04 07:00:00,2020-01-04 08:00:00,10017,Morwell East,,816.434,1.178,-0.088,16.498
2020-01-04 08:00:00,2020-01-04 09:00:00,10017,Morwell East,90.514,701.921,1.006,0.805,23.234
2020-01-04 09:00:00,2020-01-04 10:00:00,10017,Morwell East,92.784,289.253,0.452,0.178,27.169
2020-01-04 10:00:00,2020-01-04 11:00:00,10017,Morwell East,84.014,248.521,0.373,-0.419,30.112
2020-01-04 11:00:00,2020-01-04 12:00:00,10017,Morwell East,61.782,260,0.399,-0.602,29.904
2020-01-04 12:00:00,2020-01-04 13:00:00,10017,Morwell East,46.991,381.444,0.562,-0.496,26.344
2020-01-04 13:00:00,2020-01-04 14:00:00,10017,Morwell East,42.34,115.426,0.215,-0.601,23.17
2020-01-04 14:00:00,2020-01-04 15:00:00,10017,Morwell East,34.828,54.738,0.142,-0.559,21.643
2020-01-04 15:00:00,2020-01-04 16:00:00,10017,Morwell East,28.314,49.45,0.102,-0.723,21.682
2020-01-04 16:00:00,2020-01-04 17:00:00,10017,Morwell East,26.768,37.807,0.083,-0.721,21.103
2020-01-04 17:00:00,2020-01-04 18:00:00,10017,Morwell East,26.646,24.136,0.065,-0.86,19.484
2020-01-04 18:00:00,2020-01-04 19:00:00,10017,Morwell East,20.337,23.429,0.066,-0.769,17.772
2020-01-04 19:00:00,2020-01-04 20:00:00,10017,Morwell East,14.662,31.283,0.069,-0.585,15.96
2020-01-04 20:00:00,2020-01-04 21:00:00,10017,Morwell East,12.914,32.158,0.065,-0.613,14.742
2020-01-04 21:00:00,2020-01-04 22:00:00,10017,Morwell East,10.645,30.424,0.06,-0.587,13.908
2020-01-04 22:00:00,2020-01-04 23:00:00,10017,Morwell East,9.953,28.946,0.058,-0.221,13.183
2020-01-04 23:00:00,2020-01-05 00:00:00,10017,Morwell East,10.182,26.906,,0.212,12.444
2020-01-05 00:00:00,2020-01-05 01:00:00,10017,Morwell East,9.693,,,,12.273
2020-01-05 01:00:00,2020-01-05 02:00:00,10017,Morwell East,8.424,24.165,0.052,0.293,12.432
2020-01-05 02:00:00,2020-01-05 03:00:00,10017,Morwell East,7.597,24.347,0.063,0.096,12.47
2020-01-05 03:00:00,2020-01-05 04:00:00,10017,Morwell East,7.411,23.808,0.064,0.156,12.454
2020-01-05 04:00:00,2020-01-05 05:00:00,10017,Morwell East,6.698,24.629,0.065,0.015,12.556
2020-01-05 05:00:00,2020-01-05 06:00:00,10017,Morwell East,7.421,23.373,0.065,-0.048,12.921
2020-01-05 06:00:00,2020-01-05 07:00:00,10017,Morwell East,7.728,22.431,0.067,-0.064,13.755
2020-01-05 07:00:00,2020-01-05 08:00:00,10017,Morwell East,9.805,20.387,0.066,-0.141,15.053
2020-01-05 08:00:00,2020-01-05 09:00:00,10017,Morwell East,11.357,17.332,0.066,-0.191,14.109
2020-01-05 09:00:00,2020-01-05 10:00:00,10017,Morwell East,10.021,14.728,0.085,-0.089,12.211
2020-01-05 10:00:00,2020-01-05 11:00:00,10017,Morwell East,6.611,14.576,0.107,0.206,12.434
2020-01-05 11:00:00,2020-01-05 12:00:00,10017,Morwell East,2.229,18.868,0.117,4.492,13.773
2020-01-05 12:00:00,2020-01-05 13:00:00,10017,Morwell East,1.031,17.779,0.105,3.087,14.779
2020-01-05 13:00:00,2020-01-05 14:00:00,10017,Morwell East,3.444,10.924,0.101,0.636,14.254
2020-01-05 14:00:00,2020-01-05 15:00:00,10017,Morwell East,6.283,9.443,0.103,-0.161,13.806
2020-01-05 15:00:00,2020-01-05 16:00:00,10017,Morwell East,3.923,10.912,0.101,0.098,14.233
2020-01-05 16:00:00,2020-01-05 17:00:00,10017,Morwell East,3.32,9.624,0.087,0.079,14.277
2020-01-05 17:00:00,2020-01-05 18:00:00,10017,Morwell East,4.134,12.71,0.097,0.261,14.111
2020-01-05 18:00:00,2020-01-05 19:00:00,10017,Morwell East,5.518,13.729,0.105,-0.243,13.819
2020-01-05 19:00:00,2020-01-05 20:00:00,10017,Morwell East,4.392,14.459,0.116,-0.296,13.459
2020-01-05 20:00:00,2020-01-05 21:00:00,10017,Morwell East,1.797,12.335,0.103,-0.421,12.751
2020-01-05 21:00:00,2020-01-05 22:00:00,10017,Morwell East,-0.278,12.443,0.101,-0.471,12.15
2020-01-05 22:00:00,2020-01-05 23:00:00,10017,Morwell East,-1.887,14.553,0.11,-0.138,12.232
2020-01-05 23:00:00,2020-01-06 00:00:00,10017,Morwell East,-2.226,18.992,0.12,0.07,11.898
2020-01-06 00:00:00,2020-01-06 01:00:00,10017,Morwell East,0.931,,,,11.576
2020-01-06 01:00:00,2020-01-06 02:00:00,10017,Morwell East,5.844,165.041,0.343,0.317,11.578
2020-01-06 02:00:00,2020-01-06 03:00:00,10017,Morwell East,14.006,98.785,0.242,0.367,11.696
2020-01-06 03:00:00,2020-01-06 04:00:00,10017,Morwell East,15.998,96.299,,0.246,11.746
2020-01-06 04:00:00,2020-01-06 05:00:00,10017,Morwell East,16.039,143.77,0.45,0.268,11.699
2020-01-06 05:00:00,2020-01-06 06:00:00,10017,Morwell East,28.968,1007.281,2.248,0.595,11.681
2020-01-06 06:00:00,2020-01-06 07:00:00,10017,Morwell East,86.691,1533.807,3.221,1.697,11.824
2020-01-06 07:00:00,2020-01-06 08:00:00,10017,Morwell East,144.89,1738.073,3.619,2.516,12.031
2020-01-06 08:00:00,2020-01-06 09:00:00,10017,Morwell East,204.371,1820.056,3.847,3.209,12.342
2020-01-06 09:00:00,2020-01-06 10:00:00,10017,Morwell East,236.657,1765.318,3.792,3.623,12.694
2020-01-06 10:00:00,2020-01-06 11:00:00,10017,Morwell East,249.71,1840.679,4.143,3.904,12.996
2020-01-06 11:00:00,2020-01-06 12:00:00,10017,Morwell East,260.49,2253.894,4.989,4.513,13.635
2020-01-06 12:00:00,2020-01-06 13:00:00,10017,Morwell East,274.999,2201.932,4.87,5.431,15.17
2020-01-06 13:00:00,2020-01-06 14:00:00,10017,Morwell East,282.861,2457.164,5.061,4.913,16.463
2020-01-06 14:00:00,2020-01-06 15:00:00,10017,Morwell East,314.603,2632.269,5.544,4.702,16.435
2020-01-06 15:00:00,2020-01-06 16:00:00,10017,Morwell East,328.06,1618.042,3.94,4.746,15.247
2020-01-06 16:00:00,2020-01-06 17:00:00,10017,Morwell East,300.615,1251.098,3.003,4.509,14.614
2020-01-06 17:00:00,2020-01-06 18:00:00,10017,Morwell East,244.102,568.614,1.351,3.614,14.543
2020-01-06 18:00:00,2020-01-06 19:00:00,10017,Morwell East,188.065,792.304,1.818,2.939,14.307
2020-01-06 19:00:00,2020-01-06 20:00:00,10017,Morwell East,163.406,1060.53,2.483,2.848,14.31
2020-01-06 20:00:00,2020-01-06 21:00:00,10017,Morwell East,167.396,1072.193,2.721,2.842,14.32
2020-01-06 21:00:00,2020-01-06 22:00:00,10017,Morwell East,170.317,1033.292,2.685,2.75,14.264
2020-01-06 22:00:00,2020-01-06 23:00:00,10017,Morwell East,169.319,999.321,2.53,1.397,14.243
2020-01-06 23:00:00,2020-01-07 00:00:00,10017,Morwell East,166.162,859.776,2.498,-0.101,14.335
2020-01-07 00:00:00,2020-01-07 01:00:00,10017,Morwell East,153.805,,,,14.44
2020-01-07 01:00:00,2020-01-07 02:00:00,10017,Morwell East,138.398,,2.326,-0.079,14.477
2020-01-07 02:00:00,2020-01-07 03:00:00,10017,Morwell East,132.617,739.207,2.361,-0.301,14.494
2020-01-07 03:00:00,2020-01-07 04:00:00,10017,Morwell East,127.669,728.335,2.324,-0.292,14.51
2020-01-07 04:00:00,2020-01-07 05:00:00,10017,Morwell East,120.026,645.073,2.203,-0.265,14.657
2020-01-07 05:00:00,2020-01-07 06:00:00,10017,Morwell East,108.103,584.968,2.062,-0.535,14.882
2020-01-07 06:00:00,2020-01-07 07:00:00,10017,Morwell East,95.171,524.674,1.912,-0.469,15.224
2020-01-07 07:00:00,2020-01-07 08:00:00,10017,Morwell East,86.685,450.245,1.633,-0.629,15.843
2020-01-07 08:00:00,2020-01-07 09:00:00,10017,Morwell East,74.317,333.732,1.252,-0.829,17.205
2020-01-07 09:00:00,2020-01-07 10:00:00,10017,Morwell East,57.441,208.657,0.829,-1.37,19.024
2020-01-07 10:00:00,2020-01-07 11:00:00,10017,Morwell East,45.056,234.8,0.906,-1.566,18.676
2020-01-07 11:00:00,2020-01-07 12:00:00,10017,Morwell East,38.14,260.235,0.971,-1.599,19.427
2020-01-07 12:00:00,2020-01-07 13:00:00,10017,Morwell East,36.11,275.16,1.135,-1.67,21.054
2020-01-07 13:00:00,2020-01-07 14:00:00,10017,Morwell East,41.157,392.609,1.422,-1.859,21.748
2020-01-07 14:00:00,2020-01-07 15:00:00,10017,Morwell East,52.553,602.457,1.797,-1.814,22.146
2020-01-07 15:00:00,2020-01-07 16:00:00,10017,Morwell East,69.4,817.484,2.128,-1.694,21.314
2020-01-07 16:00:00,2020-01-07 17:00:00,10017,Morwell East,91.665,385.576,1.066,-1.672,20.825
2020-01-07 17:00:00,2020-01-07 18:00:00,10017,Morwell East,80.941,176.15,0.614,-1.803,19.842
2020-01-07 18:00:00,2020-01-07 19:00:00,10017,Morwell East,58.348,116.57,0.487,-1.685,19.005
2020-01-07 19:00:00,2020-01-07 20:00:00,10017,Morwell East,37.388,97.844,0.432,-1.792,18.379
2020-01-07 20:00:00,2020-01-07 21:00:00,10017,Morwell East,26.582,141.309,0.539,-1.86,18.141
2020-01-07 21:00:00,2020-01-07 22:00:00,10017,Morwell East,23.12,147.744,0.587,-1.706,18.27
2020-01-07 22:00:00,2020-01-07 23:00:00,10017,Morwell East,21.713,91.149,0.383,-0.824,18.074
2020-01-07 23:00:00,2020-01-08 00:00:00,10017,Morwell East,17.113,90.882,0.351,0.038,17.896
2020-01-08 00:00:00,2020-01-08 01:00:00,10017,Morwell East,13.974,,,,17.445
2020-01-08 01:00:00,2020-01-08 02:00:00,10017,Morwell East,12.387,49.74,0.199,0.056,16.866
2020-01-08 02:00:00,2020-01-08 03:00:00,10017,Morwell East,10.288,50.369,0.201,-0.015,16.72
2020-01-08 03:00:00,2020-01-08 04:00:00,10017,Morwell East,10.104,55.573,0.216,-0.052,16.694
2020-01-08 04:00:00,2020-01-08 05:00:00,10017,Morwell East,9.058,61.091,0.236,0.007,16.731
2020-01-08 05:00:00,2020-01-08 06:00:00,10017,Morwell East,8.552,63.479,0.264,-0.127,16.88
2020-01-08 06:00:00,2020-01-08 07:00:00,10017,Morwell East,9.053,77.639,0.302,0.028,17.531
2020-01-08 07:00:00,2020-01-08 08:00:00,10017,Morwell East,12.97,176.98,0.549,-0.055,18.226
2020-01-08 08:00:00,2020-01-08 09:00:00,10017,Morwell East,21.225,248.774,0.765,-0.264,19.172
2020-01-08 09:00:00,2020-01-08 10:00:00,10017,Morwell East,29.66,201.553,0.649,-0.073,20.345
2020-01-08 10:00:00,2020-01-08 11:00:00,10017,Morwell East,30.438,117.873,0.471,0.032,20.959
2020-01-08 11:00:00,2020-01-08 12:00:00,10017,Morwell East,24.93,81.526,0.406,0.83,21.85
2020-01-08 12:00:00,2020-01-08 13:00:00,10017,Morwell East,17.845,44.643,0.321,0.754,23.574
2020-01-08 13:00:00,2020-01-08 14:00:00,10017,Morwell East,11.734,22.868,0.258,0.345,24.566
2020-01-08 14:00:00,2020-01-08 15:00:00,10017,Morwell East,8.714,26.857,0.223,1.003,25.343
2020-01-08 15:00:00,2020-01-08 16:00:00,10017,Morwell East,9.047,20.036,0.209,0.958,24.54
2020-01-08 16:00:00,2020-01-08 17:00:00,10017,Morwell East,9.288,27.026,0.244,0.06,24.085
2020-01-08 17:00:00,2020-01-08 18:00:00,10017,Morwell East,8.337,15.193,0.203,-0.078,22.911
2020-01-08 18:00:00,2020-01-08 19:00:00,10017,Morwell East,6.365,7.741,0.181,-0.016,21.77
2020-01-08 19:00:00,2020-01-08 20:00:00,10017,Morwell East,3.334,6.689,0.175,0.015,20.583
2020-01-08 20:00:00,2020-01-08 21:00:00,10017,Morwell East,3.248,6.324,0.182,0.044,19.648
2020-01-08 21:00:00,2020-01-08 22:00:00,10017,Morwell East,2.644,6.63,0.18,-0.207,19.034
2020-01-08 22:00:00,2020-01-08 23:00:00,10017,Morwell East,1.566,6.803,0.19,-0.104,18.364
2020-01-08 23:00:00,2020-01-09 00:00:00,10017,Morwell East,-1.049,9.371,0.165,0.163,17.881
2020-01-09 00:00:00,2020-01-09 01:00:00,10017,Morwell East,-3.341,,,,17.87
2020-01-09 01:00:00,2020-01-09 02:00:00,10017,Morwell East,-3.063,11.456,0.14,0.192,17.608
2020-01-09 02:00:00,2020-01-09 03:00:00,10017,Morwell East,-2.743,5.869,0.141,0.136,17.522
2020-01-09 03:00:00,2020-01-09 04:00:00,10017,Morwell East,-2.402,6.46,0.139,0.11,17.732
2020-01-09 04:00:00,2020-01-09 05:00:00,10017,Morwell East,-2.017,9.899,0.136,0.045,18.033
2020-01-09 05:00:00,2020-01-09 06:00:00,10017,Morwell East,-1.986,10.074,0.138,0.093,18.234
2020-01-09 06:00:00,2020-01-09 07:00:00,10017,Morwell East,-1.483,9.741,0.172,-0.082,18.495
2020-01-09 07:00:00,2020-01-09 08:00:00,10017,Morwell East,-0.851,17.549,0.212,-0.022,18.626
2020-01-09 08:00:00,2020-01-09 09:00:00,10017,Morwell East,0.245,29.292,0.3,0.121,19.265
2020-01-09 09:00:00,2020-01-09 10:00:00,10017,Morwell East,3.886,,,,20.662
2020-01-09 10:00:00,2020-01-09 11:00:00,10017,Morwell East,5.943,,0.513,1.038,22.803
2020-01-09 11:00:00,2020-01-09 12:00:00,10017,Morwell East,12.507,77.072,0.474,1.037,24.6
2020-01-09 12:00:00,2020-01-09 13:00:00,10017,Morwell East,17.904,101.127,0.54,1.064,25.948
2020-01-09 13:00:00,2020-01-09 14:00:00,10017,Morwell East,21.934,119.345,0.614,0.95,26.89
2020-01-09 14:00:00,2020-01-09 15:00:00,10017,Morwell East,23.921,140.255,0.733,1.128,27.391
2020-01-09 15:00:00,2020-01-09 16:00:00,10017,Morwell East,27.822,132.669,0.689,1.172,27.015
2020-01-09 16:00:00,2020-01-09 17:00:00,10017,Morwell East,29.322,109.832,0.605,1.158,26.055
2020-01-09 17:00:00,2020-01-09 18:00:00,10017,Morwell East,27.004,57.996,0.389,1.185,24.621
2020-01-09 18:00:00,2020-01-09 19:00:00,10017,Morwell East,21.745,41.133,0.239,1.038,22.937
2020-01-09 19:00:00,2020-01-09 20:00:00,10017,Morwell East,15.673,45.015,0.216,1,21.453
2020-01-09 20:00:00,2020-01-09 21:00:00,10017,Morwell East,12.454,49.303,0.222,0.813,20.256
2020-01-09 21:00:00,2020-01-09 22:00:00,10017,Morwell East,10.703,72.805,0.265,0.793,19.664
2020-01-09 22:00:00,2020-01-09 23:00:00,10017,Morwell East,12.803,98.09,0.309,0.565,18.993
2020-01-09 23:00:00,2020-01-10 00:00:00,10017,Morwell East,16.836,120.793,0.36,0.221,18.252
2020-01-10 00:00:00,2020-01-10 01:00:00,10017,Morwell East,21.126,,,,17.313
2020-01-10 01:00:00,2020-01-10 02:00:00,10017,Morwell East,21.867,135.578,0.4,0.54,16.822
2020-01-10 02:00:00,2020-01-10 03:00:00,10017,Morwell East,24.595,158.188,0.436,0.292,16.594
2020-01-10 03:00:00,2020-01-10 04:00:00,10017,Morwell East,25.895,143.644,0.411,0.383,15.958
2020-01-10 04:00:00,2020-01-10 05:00:00,10017,Morwell East,25.211,135.086,0.394,0.388,15.523
2020-01-10 05:00:00,2020-01-10 06:00:00,10017,Morwell East,24.782,146.383,0.449,0.521,15.808
2020-01-10 06:00:00,2020-01-10 07:00:00,10017,Morwell East,23.692,160.612,0.464,0.355,17.327
2020-01-10 07:00:00,2020-01-10 08:00:00,10017,Morwell East,21.954,164.358,0.526,0.328,19.317
2020-01-10 08:00:00,2020-01-10 09:00:00,10017,Morwell East,23.465,172.498,0.566,0.09,22.193
2020-01-10 09:00:00,2020-01-10 10:00:00,10017,Morwell East,27.405,180.525,0.574,0.408,26.296
2020-01-10 10:00:00,2020-01-10 11:00:00,10017,Morwell East,33.483,163.677,0.521,0.048,31.933
2020-01-10 11:00:00,2020-01-10 12:00:00,10017,Morwell East,37.51,130.624,0.434,-0.208,33.604
2020-01-10 12:00:00,2020-01-10 13:00:00,10017,Morwell East,37.176,126.065,0.426,-0.195,35.105
2020-01-10 13:00:00,2020-01-10 14:00:00,10017,Morwell East,36.049,117.449,0.368,-0.367,34.847
2020-01-10 14:00:00,2020-01-10 15:00:00,10017,Morwell East,28.116,66.515,0.237,-0.052,25.708
2020-01-10 15:00:00,2020-01-10 16:00:00,10017,Morwell East,13.529,25.333,0.181,0.16,19.571
2020-01-10 16:00:00,2020-01-10 17:00:00,10017,Morwell East,10.393,6.853,0.087,0.27,15.113
2020-01-10 17:00:00,2020-01-10 18:00:00,10017,Morwell East,12.239,4.455,0.081,0.208,14.281
2020-01-10 18:00:00,2020-01-10 19:00:00,10017,Morwell East,8.944,3.429,0.08,0.144,14.083
2020-01-10 19:00:00,2020-01-10 20:00:00,10017,Morwell East,6.861,2.501,0.063,0.167,13.48
2020-01-10 20:00:00,2020-01-10 21:00:00,10017,Morwell East,7.755,4.301,0.05,0.128,12.842
2020-01-10 21:00:00,2020-01-10 22:00:00,10017,Morwell East,7.697,4.165,0.054,-0.021,13.116
2020-01-10 22:00:00,2020-01-10 23:00:00,10017,Morwell East,4.293,4.944,0.051,-0.101,13.377
2020-01-10 23:00:00,2020-01-11 00:00:00,10017,Morwell East,2.829,5.67,0.048,-0.145,13.312
2020-01-11 00:00:00,2020-01-11 01:00:00,10017,Morwell East,0.955,,,,13.566
2020-01-11 01:00:00,2020-01-11 02:00:00,10017,Morwell East,1.497,10.639,0.036,-0.145,13.751
2020-01-11 02:00:00,2020-01-11 03:00:00,10017,Morwell East,2.978,13.034,0.04,-0.2,13.515
2020-01-11 03:00:00,2020-01-11 04:00:00,10017,Morwell East,3.697,14.638,0.04,-0.194,13.91
2020-01-11 04:00:00,2020-01-11 05:00:00,10017,Morwell East,5.051,16.439,0.028,-0.271,14.107
2020-01-11 05:00:00,2020-01-11 06:00:00,10017,Morwell East,6.528,16.186,0.02,-0.319,14.083
2020-01-11 06:00:00,2020-01-11 07:00:00,10017,Morwell East,6.856,15.073,0.014,-0.306,14.293
2020-01-11 07:00:00,2020-01-11 08:00:00,10017,Morwell East,5.414,14.317,0.008,-0.368,14.998
2020-01-11 08:00:00,2020-01-11 09:00:00,10017,Morwell East,4.036,13.804,0.006,-0.312,15.283
2020-01-11 09:00:00,2020-01-11 10:00:00,10017,Morwell East,4.781,14.091,0.008,-0.412,16.302
